block,street_name,lat,long,town
127,BT BATOK WEST AVE 6,1.3518561287202702,103.74607677446699,BUKIT BATOK
205,BT BATOK ST 21,1.3471217286221697,103.750057276189,BUKIT BATOK
248,BT BATOK EAST AVE 5,1.35025884075019,103.756604724025,BUKIT BATOK
258,BT BATOK EAST AVE 4,1.35127411954667,103.75887146771299,BUKIT BATOK
4,HILLVIEW AVE,1.3586849903798899,103.762198046039,BUKIT BATOK
6,HILLVIEW AVE,1.3586849903798899,103.762198046039,BUKIT BATOK
2,HILLVIEW AVE,1.3586849903798899,103.762198046039,BUKIT BATOK
146,BT BATOK WEST AVE 6,1.3496689086983,103.744083499088,BUKIT BATOK
138,BT BATOK WEST AVE 6,1.3504471197373,103.744471903926,BUKIT BATOK
134,BT BATOK WEST AVE 6,1.35159086987045,103.74450960649,BUKIT BATOK
143,BT BATOK ST 11,1.3503764354558998,103.74390902286,BUKIT BATOK
145,BT BATOK ST 11,1.3499730549866997,103.74372485261499,BUKIT BATOK
182,BT BATOK WEST AVE 8,1.3455640215701599,103.743821531821,BUKIT BATOK
180,BT BATOK WEST AVE 8,1.3455579252772298,103.74284101448299,BUKIT BATOK
228,BT BATOK CTRL,1.34865945802078,103.753794578776,BUKIT BATOK
227,BT BATOK CTRL,1.34838399787615,103.75352031223301,BUKIT BATOK
219,BT BATOK ST 21,1.3472072981315601,103.754999726682,BUKIT BATOK
244,BT BATOK EAST AVE 5,1.34918269764743,103.757239164878,BUKIT BATOK
116,BT BATOK WEST AVE 6,1.3496286645251203,103.746381073293,BUKIT BATOK
113,BT BATOK WEST AVE 6,1.34936750240677,103.745347358824,BUKIT BATOK
163,BT BATOK ST 11,1.34814949552616,103.742658130106,BUKIT BATOK
169,BT BATOK WEST AVE 8,1.34660733553493,103.740909286964,BUKIT BATOK
165,BT BATOK WEST AVE 8,1.34772198771091,103.74128754849899,BUKIT BATOK
129,BT BATOK WEST AVE 6,1.3514297521911,103.746030739669,BUKIT BATOK
204,BT BATOK ST 21,1.3475586555539,103.74988715048,BUKIT BATOK
209,BT BATOK ST 21,1.3454884303013799,103.74873796322201,BUKIT BATOK
135,BT BATOK WEST AVE 6,1.35125231918219,103.744795017835,BUKIT BATOK
184,BT BATOK WEST AVE 8,1.34623774673935,103.743824246873,BUKIT BATOK
225,BT BATOK CTRL,1.34849607451431,103.75260774455299,BUKIT BATOK
123,BT BATOK CTRL,1.3514197000265802,103.747499423763,BUKIT BATOK
307,BT BATOK ST 31,1.35817033436977,103.748118653062,BUKIT BATOK
216,BT BATOK ST 21,1.34710500664341,103.75363862277399,BUKIT BATOK
115,BT BATOK WEST AVE 6,1.34918319745275,103.746566795213,BUKIT BATOK
117,BT BATOK WEST AVE 6,1.3499655585818797,103.74714214948,BUKIT BATOK
111,BT BATOK WEST AVE 6,1.34840644346955,103.745994934101,BUKIT BATOK
103,BT BATOK CTRL,1.3484548755549601,103.74833985441099,BUKIT BATOK
223,BT BATOK EAST AVE 3,1.34778343197731,103.753169585858,BUKIT BATOK
221,BT BATOK EAST AVE 3,1.3474756237194898,103.753690953671,BUKIT BATOK
214,BT BATOK ST 21,1.3472999828567902,103.75289444646,BUKIT BATOK
120,BT BATOK CTRL,1.3510594273469199,103.747712277505,BUKIT BATOK
121,BT BATOK CTRL,1.3516255708197,103.74801138264799,BUKIT BATOK
142,BT BATOK ST 11,1.3500041798486702,103.742860806106,BUKIT BATOK
140,BT BATOK ST 11,1.35076586646901,103.74385553747,BUKIT BATOK
141,BT BATOK ST 11,1.35044171803072,103.743212010475,BUKIT BATOK
33,TAMAN HO SWEE,1.2877809919963998,103.83161230156799,BUKIT MERAH
7,TELOK BLANGAH CRES,1.27836137310786,103.819384010497,BUKIT MERAH
40,BEO CRES,1.28905789154481,103.82751301825199,BUKIT MERAH
44,TELOK BLANGAH DR,1.2714088334001798,103.810887524155,BUKIT MERAH
46,TELOK BLANGAH DR,1.27169061066281,103.809852257535,BUKIT MERAH
103,DEPOT RD,1.28073692384597,103.81313567856199,BUKIT MERAH
110,DEPOT RD,1.28138753916041,103.809362548941,BUKIT MERAH
42,TELOK BLANGAH RISE,1.27091870862143,103.82268538843799,BUKIT MERAH
132,JLN BT MERAH,1.27832841027031,103.827923962344,BUKIT MERAH
133,JLN BT MERAH,1.27955093259636,103.82740093837,BUKIT MERAH
96,HENDERSON RD,1.28754291526066,103.821337244768,BUKIT MERAH
77,INDUS RD,1.29113483646903,103.826764453591,BUKIT MERAH
78,INDUS RD,1.29129782826992,103.82815311048799,BUKIT MERAH
128,BT MERAH VIEW,1.28264675199073,103.82332711149598,BUKIT MERAH
130,BT MERAH VIEW,1.2845871279845802,103.824360319186,BUKIT MERAH
119,BT MERAH VIEW,1.28352755166468,103.82083001281799,BUKIT MERAH
114,BT MERAH VIEW,1.28350307111324,103.823353726932,BUKIT MERAH
5,TELOK BLANGAH CRES,1.27872402905424,103.819220384802,BUKIT MERAH
105,HENDERSON CRES,1.29021420176948,103.822356844711,BUKIT MERAH
12,TELOK BLANGAH CRES,1.27718546024849,103.819516181007,BUKIT MERAH
8,TELOK BLANGAH CRES,1.27779539068995,103.819341303524,BUKIT MERAH
18,TELOK BLANGAH CRES,1.27790984713899,103.82253584362199,BUKIT MERAH
16,TELOK BLANGAH CRES,1.27757228318117,103.82115054063699,BUKIT MERAH
13,TELOK BLANGAH CRES,1.2781594645971202,103.82047531520399,BUKIT MERAH
2,JLN BT MERAH,1.2866292132996298,103.80686187975999,BUKIT MERAH
1,JLN BT MERAH,1.28645354030176,103.808242400418,BUKIT MERAH
108,JLN BT MERAH,1.27922008833836,103.825441382185,BUKIT MERAH
102,BT PURMEI RD,1.2719084233442401,103.826671653892,BUKIT MERAH
106,BT PURMEI RD,1.2729893703256299,103.825626826099,BUKIT MERAH
62,TELOK BLANGAH HTS,1.2752454314411001,103.811106662751,BUKIT MERAH
63,TELOK BLANGAH HTS,1.2748312815146898,103.810941362052,BUKIT MERAH
60,TELOK BLANGAH HTS,1.2760789576887,103.812157206469,BUKIT MERAH
55,TELOK BLANGAH DR,1.27396036035572,103.812149525435,BUKIT MERAH
75,TELOK BLANGAH DR,1.2748967085223502,103.80869534787901,BUKIT MERAH
141,JLN BT MERAH,1.27714559744846,103.828738908605,BUKIT MERAH
7,EVERTON PK,1.27692434441095,103.83868047047702,BUKIT MERAH
3,EVERTON PK,1.27721730057753,103.838703998309,BUKIT MERAH
146,JLN BT MERAH,1.27784876576774,103.830811459909,BUKIT MERAH
20,REDHILL CL,1.28675845516815,103.817346147649,BUKIT MERAH
13,REDHILL CL,1.2854219903297601,103.81694518286,BUKIT MERAH
19,REDHILL CL,1.28607626461327,103.81783270181299,BUKIT MERAH
28,JLN BT MERAH,1.28640350234514,103.80974198983401,BUKIT MERAH
28,HOY FATT RD,1.2866347621823797,103.809544761584,BUKIT MERAH
29,HAVELOCK RD,1.2899461845645601,103.82767972048201,BUKIT MERAH
18,TAMAN HO SWEE,1.28809868332676,103.831032031024,BUKIT MERAH
30,JLN KLINIK,1.28766976882827,103.828202949008,BUKIT MERAH
26,JLN KLINIK,1.28817134538561,103.82845402409201,BUKIT MERAH
28,JLN KLINIK,1.2878987703128202,103.82820362929199,BUKIT MERAH
22,HAVELOCK RD,1.28878482368427,103.828268465774,BUKIT MERAH
37,JLN RUMAH TINGGI,1.28922928913173,103.80919341256701,BUKIT MERAH
36,BEO CRES,1.28830079095394,103.82718035226401,BUKIT MERAH
6,JLN BT HO SWEE,1.2876386985986799,103.831443269057,BUKIT MERAH
41,KIM CHENG ST,1.2846906958963,103.831590918207,BUKIT MERAH
47,MOH GUAN TER,1.2842058165701,103.83106338528299,BUKIT MERAH
34,TELOK BLANGAH WAY,1.27351780057464,103.822480988448,BUKIT MERAH
129,KIM TIAN RD,1.2811530312289099,103.828856188305,BUKIT MERAH
120,BT MERAH VIEW,1.2827744323948302,103.82261245424601,BUKIT MERAH
