resale_price,floor_area_sqm,price_per_sqm,storey_range,,region,storey,no_4_s,no_8_s,unit,no_4_u,no_8_,total_4,total_8
368888,110,3353.527273,01 TO 03,354,OCR,2,0,0,354,1,0,1,0
420000,107,3925.233645,07 TO 09,509,OCR,8,0,1,509,0,0,0,1
268000,60,4466.666667,07 TO 09,108,OCR,8,0,1,108,0,1,0,2
700000,192,3645.833333,04 TO 06,308,OCR,5,0,0,308,0,1,0,1
378888,122,3105.639344,01 TO 03,425,OCR,2,0,0,425,1,0,1,0
410000,127,3228.346457,01 TO 03,862,OCR,2,0,0,862,0,1,0,1
445000,93,4784.946237,10 TO 12,618,OCR,11,0,0,618,0,1,0,1
415000,92,4510.869565,10 TO 12,511,OCR,11,0,0,511,0,0,0,0
360000,101,3564.356436,04 TO 06,108,OCR,5,0,0,108,0,1,0,1
742000,164,4524.390244,10 TO 12,618,OCR,11,0,0,618,0,1,0,1
355000,110,3227.272727,13 TO 15,686,OCR,14,1,0,686,0,1,1,1
458000,95,4821.052632,13 TO 15,612,OCR,14,1,0,612,0,0,1,0
348888,91,3833.934066,10 TO 12,105,OCR,11,0,0,105,0,0,0,0
450000,93,4838.709677,13 TO 15,619,OCR,14,1,0,619,0,0,1,0
325000,88,3693.181818,10 TO 12,276,OCR,11,0,0,276,0,0,0,0
370000,90,4111.111111,01 TO 03,978,OCR,2,0,0,978,0,1,0,1
700000,106,6603.773585,16 TO 18,7,RCR,17,0,0,7,0,0,0,0
585000,146,4006.849315,01 TO 03,326,OCR,2,0,0,326,0,0,0,0
435000,92,4728.26087,10 TO 12,612,OCR,11,0,0,612,0,0,0,0
550000,98,5612.244898,10 TO 12,289,OCR,11,0,0,289,0,1,0,1
360000,91,3956.043956,04 TO 06,601,OCR,5,0,0,601,0,0,0,0
474000,121,3917.355372,10 TO 12,461,OCR,11,0,0,461,1,0,1,0
380000,101,3762.376238,04 TO 06,352,OCR,5,0,0,352,0,0,0,0
520000,91,5714.285714,01 TO 03,317,OCR,2,0,0,317,0,0,0,0
370000,86,4302.325581,07 TO 09,391,OCR,8,0,1,391,0,0,0,1
263000,68,3867.647059,07 TO 09,529,OCR,8,0,1,529,0,0,0,1
338000,104,3250,07 TO 09,934,OCR,8,0,1,934,1,0,1,1
435000,92,4728.26087,07 TO 09,333,OCR,8,0,1,333,0,0,0,1
211000,58,3637.931034,10 TO 12,37,OCR,11,0,0,37,0,0,0,0
520000,120,4333.333333,07 TO 09,253,OCR,8,0,1,253,0,0,0,1
570000,117,4871.794872,16 TO 18,113,RCR,17,0,0,113,0,0,0,0
512000,137,3737.226277,01 TO 03,391,OCR,2,0,0,391,0,0,0,0
252000,60,4200,01 TO 03,506,OCR,2,0,0,506,0,0,0,0
480000,123,3902.439024,04 TO 06,118,OCR,5,0,0,118,0,1,0,1
570000,134,4253.731343,10 TO 12,613,OCR,11,0,0,613,0,0,0,0
400000,93,4301.075269,01 TO 03,181,OCR,2,0,0,181,0,1,0,1
305000,68,4485.294118,04 TO 06,987,OCR,5,0,0,987,0,1,0,1
245000,66,3712.121212,04 TO 06,173,OCR,5,0,0,173,0,0,0,0
297000,74,4013.513514,04 TO 06,523,OCR,5,0,0,523,0,0,0,0
748000,99,7555.555556,19 TO 21,418,OCR,20,0,0,418,1,1,1,1
360000,90,4000,04 TO 06,667,OCR,5,0,0,667,0,0,0,0
340000,92,3695.652174,10 TO 12,392,OCR,11,0,0,392,0,0,0,0
300000,60,5000,10 TO 12,6,RCR,11,0,0,6,0,0,0,0
580000,146,3972.60274,04 TO 06,601,OCR,5,0,0,601,0,0,0,0
675000,112,6026.785714,10 TO 12,280,OCR,11,0,0,280,0,1,0,1
220000,64,3437.5,01 TO 03,272,OCR,2,0,0,272,0,0,0,0
900000,120,7500,16 TO 18,588,OCR,17,0,0,588,0,2,0,2
388000,110,3527.272727,01 TO 03,979,OCR,2,0,0,979,0,0,0,0
320000,104,3076.923077,04 TO 06,395,OCR,5,0,0,395,0,0,0,0
488000,122,4000,01 TO 03,159,OCR,2,0,0,159,0,0,0,0
668000,111,6018.018018,04 TO 06,87,RCR,5,0,0,87,0,1,0,1
318000,104,3057.692308,01 TO 03,213,OCR,2,0,0,213,0,0,0,0
638000,142,4492.957746,07 TO 09,894,OCR,8,0,1,894,1,1,1,2
312000,64,4875,10 TO 12,433,OCR,11,0,0,433,1,0,1,0
340000,105,3238.095238,07 TO 09,680,OCR,8,0,1,680,0,1,0,2
308000,70,4400,10 TO 12,12,RCR,11,0,0,12,0,0,0,0
290000,64,4531.25,04 TO 06,126,OCR,5,0,0,126,0,0,0,0
640000,118,5423.728814,19 TO 21,407,OCR,20,0,0,407,1,0,1,0
577000,115,5017.391304,13 TO 15,31,OCR,14,1,0,31,0,0,1,0
430000,112,3839.285714,04 TO 06,658,OCR,5,0,0,658,0,1,0,1
282888,68,4160.117647,01 TO 03,371,OCR,2,0,0,371,0,0,0,0
384888,92,4183.565217,07 TO 09,179,OCR,8,0,1,179,0,0,0,1
410000,111,3693.693694,07 TO 09,587,OCR,8,0,1,587,0,1,0,2
335000,103,3252.427184,04 TO 06,348,OCR,5,0,0,348,1,1,1,1
360000,100,3600,07 TO 09,897,OCR,8,0,1,897,0,1,0,2
328000,101,3247.524752,04 TO 06,625,OCR,5,0,0,625,0,0,0,0
650000,111,5855.855856,07 TO 09,289,OCR,8,0,1,289,0,1,0,2
335000,104,3221.153846,04 TO 06,284,OCR,5,0,0,284,1,1,1,1
408000,111,3675.675676,10 TO 12,196,OCR,11,0,0,196,0,0,0,0
510000,90,5666.666667,07 TO 09,272,OCR,8,0,1,272,0,0,0,1
946000,107,8841.121495,07 TO 09,1,CCR,8,0,1,1,0,0,0,1
490000,125,3920,07 TO 09,562,OCR,8,0,1,562,0,0,0,1
508000,110,4618.181818,13 TO 15,321,OCR,14,1,0,321,0,0,1,0
518000,99,5232.323232,07 TO 09,289,OCR,8,0,1,289,0,1,0,2
1000000,95,10526.31579,22 TO 24,1,CCR,23,0,0,1,0,0,0,0
320000,95,3368.421053,01 TO 03,359,OCR,2,0,0,359,0,0,0,0
320000,86,3720.930233,04 TO 06,666,OCR,5,0,0,666,0,0,0,0
465000,137,3394.160584,16 TO 18,469,OCR,17,0,0,469,1,0,1,0
270000,50,5400,19 TO 21,441,OCR,20,0,0,441,2,0,2,0
792000,144,5500,04 TO 06,110,RCR,5,0,0,110,0,0,0,0
360000,110,3272.727273,16 TO 18,690,OCR,17,0,0,690,0,0,0,0
425000,121,3512.396694,04 TO 06,447,OCR,5,0,0,447,2,0,2,0
289000,67,4313.432836,01 TO 03,88,OCR,2,0,0,88,0,2,0,2
270000,73,3698.630137,07 TO 09,462,OCR,8,0,1,462,1,0,1,1
475000,118,4025.423729,13 TO 15,533,OCR,14,1,0,533,0,0,1,0
495000,62,7983.870968,25 TO 27,12,RCR,26,0,0,12,0,0,0,0
385000,92,4184.782609,07 TO 09,124,OCR,8,0,1,124,1,0,1,1
630000,84,7500,07 TO 09,519,OCR,8,0,1,519,0,0,0,1
690000,149,4630.872483,07 TO 09,615,OCR,8,0,1,615,0,0,0,1
480000,122,3934.42623,01 TO 03,423,OCR,2,0,0,423,1,0,1,0
582000,137,4248.175182,01 TO 03,961,OCR,2,0,0,961,0,0,0,0
380000,84,4523.809524,04 TO 06,416,OCR,5,0,0,416,1,0,1,0
255000,67,3805.970149,04 TO 06,138,OCR,5,0,0,138,0,1,0,1
485000,110,4409.090909,10 TO 12,351,OCR,11,0,0,351,0,0,0,0
310000,91,3406.593407,10 TO 12,185,OCR,11,0,0,185,0,1,0,1
387000,104,3721.153846,04 TO 06,533,OCR,5,0,0,533,0,0,0,0
702000,135,5200,13 TO 15,114,RCR,14,1,0,114,1,0,2,0
700000,128,5468.75,10 TO 12,104,OCR,11,0,0,104,1,0,1,0
518000,92,5630.434783,01 TO 03,32,OCR,2,0,0,32,0,0,0,0
540000,126,4285.714286,07 TO 09,354,OCR,8,0,1,354,1,0,1,1
272000,74,3675.675676,07 TO 09,6,OCR,8,0,1,6,0,0,0,1
378000,92,4108.695652,01 TO 03,230,OCR,2,0,0,230,0,0,0,0
635000,119,5336.134454,07 TO 09,336,OCR,8,0,1,336,0,0,0,1
610000,144,4236.111111,01 TO 03,497,OCR,2,0,0,497,1,0,1,0
423888,92,4607.478261,10 TO 12,315,OCR,11,0,0,315,0,0,0,0
285000,84,3392.857143,07 TO 09,336,OCR,8,0,1,336,0,0,0,1
670000,172,3895.348837,13 TO 15,322,OCR,14,1,0,322,0,0,1,0
472000,121,3900.826446,07 TO 09,914,OCR,8,0,1,914,1,0,1,1
280000,100,2800,01 TO 03,629,OCR,2,0,0,629,0,0,0,0
300000,92,3260.869565,04 TO 06,547,OCR,5,0,0,547,1,0,1,0
443888,105,4227.504762,13 TO 15,456,OCR,14,1,0,456,1,0,2,0
415000,110,3772.727273,13 TO 15,122,OCR,14,1,0,122,0,0,1,0
328000,90,3644.444444,04 TO 06,295,OCR,5,0,0,295,0,0,0,0
333000,105,3171.428571,04 TO 06,783,OCR,5,0,0,783,0,1,0,1
785000,143,5489.51049,07 TO 09,29,OCR,8,0,1,29,0,0,0,1
420000,123,3414.634146,04 TO 06,170,OCR,5,0,0,170,0,0,0,0
660000,140,4714.285714,04 TO 06,717,OCR,5,0,0,717,0,0,0,0
680000,92,7391.304348,01 TO 03,28,RCR,2,0,0,28,0,1,0,1
490000,112,4375,04 TO 06,183,OCR,5,0,0,183,0,1,0,1
625000,137,4562.043796,01 TO 03,722,OCR,2,0,0,722,0,0,0,0
290000,84,3452.380952,07 TO 09,429,OCR,8,0,1,429,1,0,1,1
435000,93,4677.419355,25 TO 27,471,OCR,26,0,0,471,1,0,1,0
590000,90,6555.555556,22 TO 24,621,OCR,23,0,0,621,0,0,0,0
305000,73,4178.082192,10 TO 12,130,OCR,11,0,0,130,0,0,0,0
603000,124,4862.903226,01 TO 03,466,OCR,2,0,0,466,1,0,1,0
222000,65,3415.384615,10 TO 12,2,OCR,11,0,0,2,0,0,0,0
340000,104,3269.230769,01 TO 03,413,OCR,2,0,0,413,1,0,1,0
255000,68,3750,01 TO 03,538,OCR,2,0,0,538,0,1,0,1
508000,112,4535.714286,04 TO 06,316,OCR,5,0,0,316,0,0,0,0
212000,60.3,3515.754561,07 TO 09,21,OCR,8,0,1,21,0,0,0,1
318000,67,4746.268657,10 TO 12,507,OCR,11,0,0,507,0,0,0,0
370000,92,4021.73913,01 TO 03,424,OCR,2,0,0,424,2,0,2,0
430000,126,3412.698413,04 TO 06,274,OCR,5,0,0,274,1,0,1,0
272000,58,4689.655172,07 TO 09,84,RCR,8,0,1,84,1,1,1,2
435000,110,3954.545455,04 TO 06,652,OCR,5,0,0,652,0,0,0,0
690000,146,4726.027397,01 TO 03,941,OCR,2,0,0,941,1,0,1,0
358000,60,5966.666667,10 TO 12,462,RCR,11,0,0,462,1,0,1,0
303000,67,4522.38806,10 TO 12,714,OCR,11,0,0,714,1,0,1,0
270000,59,4576.271186,10 TO 12,501,OCR,11,0,0,501,0,0,0,0
405000,111,3648.648649,01 TO 03,318,OCR,2,0,0,318,0,1,0,1
655000,148,4425.675676,07 TO 09,326,OCR,8,0,1,326,0,0,0,1
438000,92,4760.869565,10 TO 12,302,OCR,11,0,0,302,0,0,0,0
650000,107,6074.766355,04 TO 06,168,OCR,5,0,0,168,0,1,0,1
608000,63,9650.793651,40 TO 42,50,RCR,41,1,0,50,0,0,1,0
400000,96,4166.666667,07 TO 09,235,OCR,8,0,1,235,0,0,0,1
608880,169,3602.840237,01 TO 03,292,OCR,2,0,0,292,0,0,0,0
670000,87,7701.149425,13 TO 15,748,OCR,14,1,0,748,1,1,2,1
492888,123,4007.219512,07 TO 09,346,OCR,8,0,1,346,1,0,1,1
478000,120,3983.333333,10 TO 12,920,OCR,11,0,0,920,0,0,0,0
435000,126,3452.380952,01 TO 03,703,OCR,2,0,0,703,0,0,0,0
332000,100,3320,04 TO 06,639,OCR,5,0,0,639,0,0,0,0
380000,122,3114.754098,04 TO 06,745,OCR,5,0,0,745,1,0,1,0
310000,73,4246.575342,04 TO 06,293,OCR,5,0,0,293,0,0,0,0
650000,119,5462.184874,10 TO 12,413,OCR,11,0,0,413,1,0,1,0
395000,101,3910.891089,10 TO 12,678,OCR,11,0,0,678,0,1,0,1
400000,101,3960.39604,10 TO 12,680,OCR,11,0,0,680,0,1,0,1
469000,74,6337.837838,01 TO 03,102,RCR,2,0,0,102,0,0,0,0
610000,99,6161.616162,04 TO 06,40,RCR,5,0,0,40,1,0,1,0
282000,83,3397.590361,07 TO 09,336,OCR,8,0,1,336,0,0,0,1
632000,90,7022.222222,19 TO 21,12,RCR,20,0,0,12,0,0,0,0
435000,127,3425.19685,10 TO 12,866,OCR,11,0,0,866,0,1,0,1
233000,65,3584.615385,10 TO 12,210,OCR,11,0,0,210,0,0,0,0
343000,67,5119.402985,07 TO 09,207,OCR,8,0,1,207,0,0,0,1
345000,100,3450,04 TO 06,148,OCR,5,0,0,148,1,1,1,1
200000,47,4255.319149,01 TO 03,111,RCR,2,0,0,111,0,0,0,0
340000,60,5666.666667,13 TO 15,82,RCR,14,1,0,82,0,1,1,1
310000,68,4558.823529,10 TO 12,181,OCR,11,0,0,181,0,1,0,1
318000,103,3087.378641,04 TO 06,659,OCR,5,0,0,659,0,0,0,0
295000,97,3041.237113,10 TO 12,414,OCR,11,0,0,414,2,0,2,0
665000,148,4493.243243,04 TO 06,327,OCR,5,0,0,327,0,0,0,0
400000,92,4347.826087,04 TO 06,330,OCR,5,0,0,330,0,0,0,0
254000,67,3791.044776,07 TO 09,124,OCR,8,0,1,124,1,0,1,1
428888,110,3898.981818,04 TO 06,663,OCR,5,0,0,663,0,0,0,0
365000,100,3650,10 TO 12,793,OCR,11,0,0,793,0,0,0,0
380000,90,4222.222222,10 TO 12,65,OCR,11,0,0,65,0,0,0,0
260000,73,3561.643836,04 TO 06,393,OCR,5,0,0,393,0,0,0,0
268000,68,3941.176471,10 TO 12,304,OCR,11,0,0,304,1,0,1,0
605000,113,5353.982301,13 TO 15,260,OCR,14,1,0,260,0,0,1,0
230000,65,3538.461538,07 TO 09,75,RCR,8,0,1,75,0,0,0,1
600000,145,4137.931034,04 TO 06,827,OCR,5,0,0,827,0,1,0,1
392000,92,4260.869565,10 TO 12,317,OCR,11,0,0,317,0,0,0,0
560000,109,5137.614679,04 TO 06,407,OCR,5,0,0,407,1,0,1,0
639000,107,5971.962617,16 TO 18,761,OCR,17,0,0,761,0,0,0,0
240000,68,3529.411765,01 TO 03,182,OCR,2,0,0,182,0,1,0,1
383000,93,4118.27957,07 TO 09,536,OCR,8,0,1,536,0,0,0,1
363000,84,4321.428571,04 TO 06,168,RCR,5,0,0,168,0,1,0,1
1080000,107,10093.45794,37 TO 39,1,CCR,38,0,1,1,0,0,0,1
460000,60,7666.666667,13 TO 15,35,OCR,14,1,0,35,0,0,1,0
385000,93,4139.784946,07 TO 09,550,OCR,8,0,1,550,0,0,0,1
280000,68,4117.647059,01 TO 03,541,OCR,2,0,0,541,1,0,1,0
362000,92,3934.782609,10 TO 12,547,OCR,11,0,0,547,1,0,1,0
465000,110,4227.272727,13 TO 15,674,OCR,14,1,0,674,1,0,2,0
375000,67,5597.014925,04 TO 06,103,RCR,5,0,0,103,0,0,0,0
350000,111,3153.153153,07 TO 09,953,OCR,8,0,1,953,0,0,0,1
385000,91,4230.769231,04 TO 06,298,OCR,5,0,0,298,0,1,0,1
488000,131,3725.19084,13 TO 15,359,OCR,14,1,0,359,0,0,1,0
310000,76,4078.947368,07 TO 09,55,OCR,8,0,1,55,0,0,0,1
425000,92,4619.565217,10 TO 12,571,OCR,11,0,0,571,0,0,0,0
245000,73,3356.164384,01 TO 03,150,OCR,2,0,0,150,0,0,0,0
785000,90,8722.222222,25 TO 27,20,RCR,26,0,0,20,0,0,0,0
670000,144,4652.777778,01 TO 03,538,OCR,2,0,0,538,0,1,0,1
400000,92,4347.826087,10 TO 12,780,OCR,11,0,0,780,0,1,0,1
260000,67,3880.597015,01 TO 03,740,OCR,2,0,0,740,1,0,1,0
290000,86,3372.093023,01 TO 03,477,OCR,2,0,0,477,1,0,1,0
765000,103,7427.184466,07 TO 09,501,RCR,8,0,1,501,0,0,0,1
225000,52,4326.923077,07 TO 09,45,OCR,8,0,1,45,1,0,1,1
330000,90,3666.666667,07 TO 09,510,OCR,8,0,1,510,0,0,0,1
400888,110,3644.436364,10 TO 12,308,OCR,11,0,0,308,0,1,0,1
415000,103,4029.126214,07 TO 09,470,OCR,8,0,1,470,1,0,1,1
399000,94,4244.680851,01 TO 03,211,OCR,2,0,0,211,0,0,0,0
320000,90,3555.555556,13 TO 15,683,OCR,14,1,0,683,0,1,1,1
380000,121,3140.495868,01 TO 03,722,OCR,2,0,0,722,0,0,0,0
335000,100,3350,04 TO 06,157,OCR,5,0,0,157,0,0,0,0
420000,120,3500,04 TO 06,683,OCR,5,0,0,683,0,1,0,1
299000,105,2847.619048,01 TO 03,943,OCR,2,0,0,943,1,0,1,0
425000,93,4569.892473,04 TO 06,197,OCR,5,0,0,197,0,0,0,0
390000,111,3513.513514,01 TO 03,263,OCR,2,0,0,263,0,0,0,0
363000,67,5417.910448,07 TO 09,869,OCR,8,0,1,869,0,1,0,2
320000,103,3106.796117,04 TO 06,975,OCR,5,0,0,975,0,0,0,0
408000,67,6089.552239,07 TO 09,348,OCR,8,0,1,348,1,1,1,2
260000,73,3561.643836,07 TO 09,539,OCR,8,0,1,539,0,0,0,1
210000,47,4468.085106,01 TO 03,780,OCR,2,0,0,780,0,1,0,1
290000,101,2871.287129,01 TO 03,714,OCR,2,0,0,714,1,0,1,0
416000,91,4571.428571,07 TO 09,601,OCR,8,0,1,601,0,0,0,1
412000,103,4000,13 TO 15,724,OCR,14,1,0,724,1,0,2,0
498000,97,5134.020619,07 TO 09,268,OCR,8,0,1,268,0,1,0,2
330000,100,3300,04 TO 06,424,OCR,5,0,0,424,2,0,2,0
785000,100,7850,22 TO 24,120,RCR,23,0,0,120,0,0,0,0
421000,92,4576.086957,10 TO 12,635,OCR,11,0,0,635,0,0,0,0
953000,117,8145.299145,31 TO 33,139,OCR,32,0,0,139,0,0,0,0
420000,72,5833.333333,04 TO 06,4,RCR,5,0,0,4,1,0,1,0
562000,122,4606.557377,07 TO 09,102,OCR,8,0,1,102,0,0,0,1
358000,93,3849.462366,01 TO 03,457,OCR,2,0,0,457,1,0,1,0
430000,104,4134.615385,01 TO 03,223,OCR,2,0,0,223,0,0,0,0
488888,126,3880.063492,10 TO 12,710,OCR,11,0,0,710,0,0,0,0
240000,52,4615.384615,07 TO 09,990,OCR,8,0,1,990,0,0,0,1
558000,104,5365.384615,04 TO 06,14,OCR,5,0,0,14,1,0,1,0
450000,115,3913.043478,04 TO 06,408,OCR,5,0,0,408,1,1,1,1
383000,91,4208.791209,04 TO 06,296,OCR,5,0,0,296,0,0,0,0
246000,64,3843.75,01 TO 03,509,OCR,2,0,0,509,0,0,0,0
418000,110,3800,07 TO 09,295,OCR,8,0,1,295,0,0,0,1
730000,114,6403.508772,13 TO 15,518,OCR,14,1,0,518,0,1,1,1
420000,101,4158.415842,04 TO 06,364,OCR,5,0,0,364,1,0,1,0
450000,127,3543.307087,10 TO 12,359,OCR,11,0,0,359,0,0,0,0
472000,115,4104.347826,07 TO 09,958,OCR,8,0,1,958,0,1,0,2
306000,65,4707.692308,04 TO 06,16,RCR,5,0,0,16,0,0,0,0
800000,110,7272.727273,28 TO 30,144,OCR,29,0,0,144,2,0,2,0
394000,108,3648.148148,04 TO 06,215,OCR,5,0,0,215,0,0,0,0
765000,91,8406.593407,10 TO 12,138,OCR,11,0,0,138,0,1,0,1
575000,146,3938.356164,01 TO 03,355,OCR,2,0,0,355,0,0,0,0
550000,103,5339.805825,04 TO 06,254,RCR,5,0,0,254,1,0,1,0
515000,146,3527.39726,07 TO 09,828,OCR,8,0,1,828,0,2,0,3
445000,93,4784.946237,01 TO 03,271,OCR,2,0,0,271,0,0,0,0
340000,67,5074.626866,04 TO 06,587,OCR,5,0,0,587,0,1,0,1
410000,93,4408.602151,10 TO 12,488,OCR,11,0,0,488,1,2,1,2
370000,73,5068.493151,04 TO 06,637,CCR,5,0,0,637,0,0,0,0
330000,76,4342.105263,07 TO 09,59,OCR,8,0,1,59,0,0,0,1
350000,90,3888.888889,04 TO 06,156,OCR,5,0,0,156,0,0,0,0
365000,84,4345.238095,01 TO 03,320,OCR,2,0,0,320,0,0,0,0
205000,31,6612.903226,01 TO 03,7,RCR,2,0,0,7,0,0,0,0
830000,145,5724.137931,10 TO 12,522,OCR,11,0,0,522,0,0,0,0
480000,104,4615.384615,07 TO 09,247,OCR,8,0,1,247,1,0,1,1
343000,96,3572.916667,01 TO 03,141,OCR,2,0,0,141,1,0,1,0
288000,65,4430.769231,04 TO 06,4,OCR,5,0,0,4,1,0,1,0
850000,110,7727.272727,07 TO 09,11,OCR,8,0,1,11,0,0,0,1
454888,92,4944.434783,13 TO 15,210,OCR,14,1,0,210,0,0,1,0
390000,84,4642.857143,07 TO 09,112,OCR,8,0,1,112,0,0,0,1
240000,68,3529.411765,04 TO 06,112,OCR,5,0,0,112,0,0,0,0
518000,146,3547.945205,10 TO 12,108,OCR,11,0,0,108,0,1,0,1
408000,93,4387.096774,04 TO 06,433,OCR,5,0,0,433,1,0,1,0
396000,93,4258.064516,07 TO 09,178,OCR,8,0,1,178,0,1,0,2
373000,96,3885.416667,04 TO 06,436,OCR,5,0,0,436,1,0,1,0
330000,93,3548.387097,01 TO 03,229,OCR,2,0,0,229,0,0,0,0
428000,93,4602.150538,04 TO 06,613,OCR,5,0,0,613,0,0,0,0
310000,64,4843.75,07 TO 09,1,OCR,8,0,1,1,0,0,0,1
552000,90,6133.333333,07 TO 09,620,OCR,8,0,1,620,0,0,0,1
388000,104,3730.769231,04 TO 06,431,OCR,5,0,0,431,1,0,1,0
340000,73,4657.534247,10 TO 12,225,OCR,11,0,0,225,0,0,0,0
263500,67,3932.835821,10 TO 12,22,RCR,11,0,0,22,0,0,0,0
618000,164,3768.292683,07 TO 09,328,OCR,8,0,1,328,0,1,0,2
750000,119,6302.521008,16 TO 18,17,RCR,17,0,0,17,0,0,0,0
290000,68,4264.705882,10 TO 12,23,RCR,11,0,0,23,0,0,0,0
325000,104,3125,10 TO 12,439,OCR,11,0,0,439,1,0,1,0
355000,67,5298.507463,04 TO 06,210,OCR,5,0,0,210,0,0,0,0
315000,67,4701.492537,16 TO 18,780,OCR,17,0,0,780,0,1,0,1
510000,128,3984.375,04 TO 06,388,OCR,5,0,0,388,0,2,0,2
420000,99,4242.424242,07 TO 09,297,OCR,8,0,1,297,0,0,0,1
387000,95,4073.684211,13 TO 15,682,OCR,14,1,0,682,0,1,1,1
455000,96,4739.583333,10 TO 12,624,OCR,11,0,0,624,1,0,1,0
555000,132,4204.545455,13 TO 15,1,OCR,14,1,0,1,0,0,1,0
300000,104,2884.615385,01 TO 03,280,OCR,2,0,0,280,0,1,0,1
385000,104,3701.923077,10 TO 12,321,OCR,11,0,0,321,0,0,0,0
598000,84,7119.047619,04 TO 06,519,OCR,5,0,0,519,0,0,0,0
855000,146,5856.164384,07 TO 09,106,OCR,8,0,1,106,0,0,0,1
373000,72,5180.555556,37 TO 39,20,OCR,38,0,1,20,0,0,0,1
283000,70,4042.857143,10 TO 12,16,OCR,11,0,0,16,0,0,0,0
500000,84,5952.380952,07 TO 09,197,RCR,8,0,1,197,0,0,0,1
288000,67,4298.507463,07 TO 09,628,OCR,8,0,1,628,0,1,0,2
365000,100,3650,01 TO 03,649,OCR,2,0,0,649,1,0,1,0
640000,146,4383.561644,04 TO 06,874,OCR,5,0,0,874,1,1,1,1
399000,92,4336.956522,07 TO 09,560,OCR,8,0,1,560,0,0,0,1
360000,103,3495.145631,10 TO 12,411,OCR,11,0,0,411,1,0,1,0
220000,67,3283.58209,10 TO 12,119,OCR,11,0,0,119,0,0,0,0
600000,147,4081.632653,01 TO 03,539,OCR,2,0,0,539,0,0,0,0
645000,118,5466.101695,10 TO 12,520,OCR,11,0,0,520,0,0,0,0
225000,59,3813.559322,01 TO 03,176,OCR,2,0,0,176,0,0,0,0
265000,73,3630.136986,01 TO 03,834,OCR,2,0,0,834,1,1,1,1
295000,73,4041.09589,07 TO 09,216,OCR,8,0,1,216,0,0,0,1
375000,103,3640.776699,10 TO 12,205,OCR,11,0,0,205,0,0,0,0
241000,68,3544.117647,04 TO 06,143,OCR,5,0,0,143,1,0,1,0
295000,64,4609.375,07 TO 09,136,OCR,8,0,1,136,0,0,0,1
250000,44,5681.818182,16 TO 18,672,OCR,17,0,0,672,0,0,0,0
470000,70,6714.285714,16 TO 18,308,OCR,17,0,0,308,0,1,0,1
530888,112,4740.071429,07 TO 09,315,OCR,8,0,1,315,0,0,0,1
770188,91,8463.604396,22 TO 24,588,OCR,23,0,0,588,0,2,0,2
285000,82,3475.609756,04 TO 06,23,OCR,5,0,0,23,0,0,0,0
433000,107,4046.728972,07 TO 09,104,OCR,8,0,1,104,1,0,1,1
240000,64,3750,04 TO 06,264,OCR,5,0,0,264,1,0,1,0
395000,122,3237.704918,07 TO 09,750,OCR,8,0,1,750,0,0,0,1
405000,94,4308.510638,10 TO 12,613,OCR,11,0,0,613,0,0,0,0
506000,92,5500,10 TO 12,308,OCR,11,0,0,308,0,1,0,1
275000,65,4230.769231,04 TO 06,205,OCR,5,0,0,205,0,0,0,0
315000,101,3118.811881,07 TO 09,659,OCR,8,0,1,659,0,0,0,1
350000,67,5223.880597,04 TO 06,335,OCR,5,0,0,335,0,0,0,0
515000,93,5537.634409,13 TO 15,272,OCR,14,1,0,272,0,0,1,0
230000,52,4423.076923,10 TO 12,990,OCR,11,0,0,990,0,0,0,0
340000,108,3148.148148,07 TO 09,844,OCR,8,0,1,844,2,1,2,2
398000,110,3618.181818,07 TO 09,503,OCR,8,0,1,503,0,0,0,1
688000,154,4467.532468,01 TO 03,606,OCR,2,0,0,606,0,0,0,0
765000,95,8052.631579,13 TO 15,273,RCR,14,1,0,273,0,0,1,0
560000,141,3971.631206,01 TO 03,635,OCR,2,0,0,635,0,0,0,0
610000,88,6931.818182,13 TO 15,808,OCR,14,1,0,808,0,2,1,2
345000,67,5149.253731,16 TO 18,453,OCR,17,0,0,453,1,0,1,0
429000,92,4663.043478,01 TO 03,266,OCR,2,0,0,266,0,0,0,0
430000,110,3909.090909,01 TO 03,662,OCR,2,0,0,662,0,0,0,0
419000,103,4067.961165,01 TO 03,723,OCR,2,0,0,723,0,0,0,0
382000,111,3441.441441,13 TO 15,477,OCR,14,1,0,477,1,0,2,0
285000,76,3750,10 TO 12,19,OCR,11,0,0,19,0,0,0,0
288000,59,4881.355932,04 TO 06,1,OCR,5,0,0,1,0,0,0,0
438000,127,3448.818898,07 TO 09,862,OCR,8,0,1,862,0,1,0,2
291000,71,4098.591549,01 TO 03,702,OCR,2,0,0,702,0,0,0,0
430000,124,3467.741935,04 TO 06,549,OCR,5,0,0,549,1,0,1,0
265000,64,4140.625,01 TO 03,143,OCR,2,0,0,143,1,0,1,0
345000,94,3670.212766,04 TO 06,490,OCR,5,0,0,490,1,0,1,0
758000,95,7978.947368,19 TO 21,28,RCR,20,0,0,28,0,1,0,1
313000,67,4671.641791,10 TO 12,154,RCR,11,0,0,154,1,0,1,0
538000,121,4446.280992,13 TO 15,944,OCR,14,1,0,944,2,0,3,0
742000,124,5983.870968,16 TO 18,49,OCR,17,0,0,49,1,0,1,0
728000,90,8088.888889,25 TO 27,2,RCR,26,0,0,2,0,0,0,0
260000,68,3823.529412,07 TO 09,148,OCR,8,0,1,148,1,1,1,2
