resale_price,floor_area_sqm,price_per_sqm,storey_range,,region,storey,no_4_s,no_8_s,unit,no_4_u,no_8_,total_4,total_8
335000,82,4085.365854,04 TO 06,714,OCR,5,0,0,714,1,0,1,0
241000,60,4016.666667,04 TO 06,92,RCR,5,0,0,92,0,0,0,0
518000,120,4316.666667,04 TO 06,19,OCR,5,0,0,19,0,0,0,0
540888,98,5519.265306,04 TO 06,63,RCR,5,0,0,63,0,0,0,0
462000,94,4914.893617,13 TO 15,622,OCR,14,1,0,622,0,0,1,0
425000,126,3373.015873,01 TO 03,274,OCR,2,0,0,274,1,0,1,0
320000,104,3076.923077,07 TO 09,414,OCR,8,0,1,414,2,0,2,1
479000,124,3862.903226,10 TO 12,162,OCR,11,0,0,162,0,0,0,0
394000,92,4282.608696,04 TO 06,546,OCR,5,0,0,546,1,0,1,0
395000,103,3834.951456,04 TO 06,741,OCR,5,0,0,741,1,0,1,0
355000,101,3514.851485,13 TO 15,120,OCR,14,1,0,120,0,0,1,0
585000,146,4006.849315,07 TO 09,50,OCR,8,0,1,50,0,0,0,1
700000,120,5833.333333,07 TO 09,1,RCR,8,0,1,1,0,0,0,1
500000,105,4761.904762,04 TO 06,232,RCR,5,0,0,232,0,0,0,0
560000,113,4955.752212,04 TO 06,213,OCR,5,0,0,213,0,0,0,0
455000,104,4375,10 TO 12,859,OCR,11,0,0,859,0,1,0,1
468000,67,6985.074627,04 TO 06,747,OCR,5,0,0,747,1,0,1,0
410000,123,3333.333333,04 TO 06,238,OCR,5,0,0,238,0,1,0,1
360000,84,4285.714286,13 TO 15,36,OCR,14,1,0,36,0,0,1,0
528000,103,5126.213592,01 TO 03,113,RCR,2,0,0,113,0,0,0,0
298000,90,3311.111111,10 TO 12,554,OCR,11,0,0,554,1,0,1,0
450000,93,4838.709677,10 TO 12,169,OCR,11,0,0,169,0,0,0,0
415000,110,3772.727273,04 TO 06,126,OCR,5,0,0,126,0,0,0,0
321000,84,3821.428571,04 TO 06,693,OCR,5,0,0,693,0,0,0,0
275000,66,4166.666667,01 TO 03,180,OCR,2,0,0,180,0,1,0,1
340000,103,3300.970874,10 TO 12,743,OCR,11,0,0,743,1,0,1,0
348000,90,3866.666667,04 TO 06,509,OCR,5,0,0,509,0,0,0,0
390000,105,3714.285714,04 TO 06,367,OCR,5,0,0,367,0,0,0,0
721800,149,4844.295302,04 TO 06,418,OCR,5,0,0,418,1,1,1,1
285000,76,3750,01 TO 03,13,RCR,2,0,0,13,0,0,0,0
240000,60,4000,04 TO 06,38,OCR,5,0,0,38,0,1,0,1
830000,93,8924.731183,37 TO 39,50,RCR,38,0,1,50,0,0,0,1
410000,106,3867.924528,10 TO 12,754,OCR,11,0,0,754,1,0,1,0
508000,131,3877.862595,07 TO 09,189,OCR,8,0,1,189,0,1,0,2
488000,122,4000,01 TO 03,146,OCR,2,0,0,146,1,0,1,0
255000,74,3445.945946,04 TO 06,131,OCR,5,0,0,131,0,0,0,0
518000,137,3781.021898,01 TO 03,972,OCR,2,0,0,972,0,0,0,0
352000,84,4190.47619,04 TO 06,133,OCR,5,0,0,133,0,0,0,0
245000,67,3656.716418,01 TO 03,531,OCR,2,0,0,531,0,0,0,0
191000,56,3410.714286,01 TO 03,27,RCR,2,0,0,27,0,0,0,0
322000,68,4735.294118,04 TO 06,556,OCR,5,0,0,556,0,0,0,0
510000,110,4636.363636,13 TO 15,258,OCR,14,1,0,258,0,1,1,1
275000,67,4104.477612,07 TO 09,233,OCR,8,0,1,233,0,0,0,1
425000,137,3102.189781,07 TO 09,703,OCR,8,0,1,703,0,0,0,1
303000,102,2970.588235,04 TO 06,610,OCR,5,0,0,610,0,0,0,0
390888,92,4248.782609,04 TO 06,572,OCR,5,0,0,572,0,0,0,0
400000,122,3278.688525,04 TO 06,146,OCR,5,0,0,146,1,0,1,0
305000,68,4485.294118,04 TO 06,342,OCR,5,0,0,342,1,0,1,0
295000,69,4275.362319,13 TO 15,652,OCR,14,1,0,652,0,0,1,0
495000,146,3390.410959,01 TO 03,603,OCR,2,0,0,603,0,0,0,0
243000,68,3573.529412,10 TO 12,146,OCR,11,0,0,146,1,0,1,0
340000,100,3400,07 TO 09,899,OCR,8,0,1,899,0,1,0,2
180000,31,5806.451613,04 TO 06,7,RCR,5,0,0,7,0,0,0,0
225000,65,3461.538462,01 TO 03,213,OCR,2,0,0,213,0,0,0,0
395000,90,4388.888889,07 TO 09,618,OCR,8,0,1,618,0,1,0,2
458000,103,4446.601942,07 TO 09,17,OCR,8,0,1,17,0,0,0,1
445000,116,3836.206897,10 TO 12,177,OCR,11,0,0,177,0,0,0,0
480000,112,4285.714286,04 TO 06,546,OCR,5,0,0,546,1,0,1,0
288000,83,3469.879518,07 TO 09,337,OCR,8,0,1,337,0,0,0,1
571888,113,5060.955752,16 TO 18,440,OCR,17,0,0,440,2,0,2,0
280000,67,4179.104478,13 TO 15,524,OCR,14,1,0,524,1,0,2,0
570000,146,3904.109589,01 TO 03,236,OCR,2,0,0,236,0,0,0,0
349000,102,3421.568627,07 TO 09,505,OCR,8,0,1,505,0,0,0,1
385000,106,3632.075472,07 TO 09,359,OCR,8,0,1,359,0,0,0,1
525000,110,4772.727273,13 TO 15,663,OCR,14,1,0,663,0,0,1,0
260000,67,3880.597015,10 TO 12,24,OCR,11,0,0,24,1,0,1,0
788000,101,7801.980198,28 TO 30,121,RCR,29,0,0,121,0,0,0,0
230000,76,3026.315789,04 TO 06,2,OCR,5,0,0,2,0,0,0,0
260000,73,3561.643836,10 TO 12,410,OCR,11,0,0,410,1,0,1,0
550000,112,4910.714286,13 TO 15,546,OCR,14,1,0,546,1,0,2,0
320000,68,4705.882353,07 TO 09,342,OCR,8,0,1,342,1,0,1,1
615000,112,5491.071429,04 TO 06,288,OCR,5,0,0,288,0,2,0,2
420000,112,3750,13 TO 15,112,OCR,14,1,0,112,0,0,1,0
418000,65,6430.769231,10 TO 12,13,RCR,11,0,0,13,0,0,0,0
550000,134,4104.477612,04 TO 06,601,OCR,5,0,0,601,0,0,0,0
410000,84,4880.952381,01 TO 03,202,OCR,2,0,0,202,0,0,0,0
335000,101,3316.831683,16 TO 18,470,OCR,17,0,0,470,1,0,1,0
412000,121,3404.958678,04 TO 06,165,OCR,5,0,0,165,0,0,0,0
688000,107,6429.906542,07 TO 09,168,OCR,8,0,1,168,0,1,0,2
350000,93,3763.44086,01 TO 03,48,OCR,2,0,0,48,1,1,1,1
886000,147,6027.210884,13 TO 15,846,OCR,14,1,0,846,1,1,2,1
408000,110,3709.090909,10 TO 12,507,OCR,11,0,0,507,0,0,0,0
372000,104,3576.923077,10 TO 12,646,OCR,11,0,0,646,1,0,1,0
312500,67,4664.179104,07 TO 09,570,OCR,8,0,1,570,0,0,0,1
256000,68,3764.705882,10 TO 12,3,OCR,11,0,0,3,0,0,0,0
530888,119,4461.243697,04 TO 06,430,OCR,5,0,0,430,1,0,1,0
502000,131,3832.061069,04 TO 06,589,OCR,5,0,0,589,0,1,0,1
617000,92,6706.521739,13 TO 15,182,OCR,14,1,0,182,0,1,1,1
260000,67,3880.597015,10 TO 12,227,OCR,11,0,0,227,0,0,0,0
390000,95,4105.263158,22 TO 24,409,OCR,23,0,0,409,1,0,1,0
368000,110,3345.454545,13 TO 15,684,OCR,14,1,0,684,1,1,2,1
475000,121,3925.619835,01 TO 03,870,OCR,2,0,0,870,0,1,0,1
525000,130,4038.461538,01 TO 03,116,OCR,2,0,0,116,0,0,0,0
468000,91,5142.857143,04 TO 06,15,RCR,5,0,0,15,0,0,0,0
350000,73,4794.520548,13 TO 15,2,OCR,14,1,0,2,0,0,1,0
560000,146,3835.616438,10 TO 12,867,OCR,11,0,0,867,0,1,0,1
550000,124,4435.483871,04 TO 06,465,OCR,5,0,0,465,1,0,1,0
285000,60,4750,07 TO 09,534,OCR,8,0,1,534,1,0,1,1
333000,84,3964.285714,07 TO 09,678,OCR,8,0,1,678,0,1,0,2
365000,101,3613.861386,13 TO 15,232,OCR,14,1,0,232,0,0,1,0
362888,99,3665.535354,10 TO 12,708,OCR,11,0,0,708,0,1,0,1
290000,84,3452.380952,01 TO 03,842,OCR,2,0,0,842,1,1,1,1
368000,90,4088.888889,10 TO 12,301,OCR,11,0,0,301,0,0,0,0
808000,144,5611.111111,10 TO 12,29,OCR,11,0,0,29,0,0,0,0
330000,102,3235.294118,04 TO 06,526,OCR,5,0,0,526,0,0,0,0
250000,67,3731.343284,01 TO 03,177,OCR,2,0,0,177,0,0,0,0
378000,68,5558.823529,04 TO 06,208,OCR,5,0,0,208,0,1,0,1
538000,98,5489.795918,10 TO 12,348,OCR,11,0,0,348,1,1,1,1
380000,110,3454.545455,01 TO 03,186,OCR,2,0,0,186,0,1,0,1
450000,139,3237.410072,07 TO 09,18,OCR,8,0,1,18,0,1,0,2
345000,92,3750,04 TO 06,251,OCR,5,0,0,251,0,0,0,0
345000,67,5149.253731,13 TO 15,453,OCR,14,1,0,453,1,0,2,0
471888,92,5129.217391,01 TO 03,180,OCR,2,0,0,180,0,1,0,1
540000,118,4576.271186,16 TO 18,189,OCR,17,0,0,189,0,1,0,1
256000,59,4338.983051,01 TO 03,502,OCR,2,0,0,502,0,0,0,0
310000,67,4626.865672,16 TO 18,180,OCR,17,0,0,180,0,1,0,1
340000,85,4000,10 TO 12,980,OCR,11,0,0,980,0,1,0,1
420000,121,3471.07438,13 TO 15,511,OCR,14,1,0,511,0,0,1,0
390000,65,6000,10 TO 12,12,RCR,11,0,0,12,0,0,0,0
486000,104,4673.076923,04 TO 06,11,RCR,5,0,0,11,0,0,0,0
406000,92,4413.043478,04 TO 06,615,OCR,5,0,0,615,0,0,0,0
555000,113,4911.504425,07 TO 09,213,OCR,8,0,1,213,0,0,0,1
310000,96,3229.166667,01 TO 03,179,OCR,2,0,0,179,0,0,0,0
495000,121,4090.909091,10 TO 12,945,OCR,11,0,0,945,1,0,1,0
436000,111,3927.927928,04 TO 06,652,OCR,5,0,0,652,0,0,0,0
350000,127,2755.905512,01 TO 03,819,OCR,2,0,0,819,0,1,0,1
485000,92,5271.73913,01 TO 03,310,OCR,2,0,0,310,0,0,0,0
555000,130,4269.230769,07 TO 09,302,OCR,8,0,1,302,0,0,0,1
405000,92,4402.173913,04 TO 06,614,OCR,5,0,0,614,1,0,1,0
545000,145,3758.62069,07 TO 09,134,OCR,8,0,1,134,1,0,1,1
305000,65,4692.307692,10 TO 12,117,OCR,11,0,0,117,0,0,0,0
320000,90,3555.555556,01 TO 03,507,OCR,2,0,0,507,0,0,0,0
355000,102,3480.392157,01 TO 03,223,OCR,2,0,0,223,0,0,0,0
375000,68,5514.705882,10 TO 12,666,OCR,11,0,0,666,0,0,0,0
362000,94,3851.06383,10 TO 12,359,OCR,11,0,0,359,0,0,0,0
810000,95,8526.315789,19 TO 21,273,RCR,20,0,0,273,0,0,0,0
318000,93,3419.354839,01 TO 03,352,OCR,2,0,0,352,0,0,0,0
400000,89,4494.382022,01 TO 03,23,RCR,2,0,0,23,0,0,0,0
405000,92,4402.173913,07 TO 09,887,OCR,8,0,1,887,0,2,0,3
478000,138,3463.768116,04 TO 06,262,OCR,5,0,0,262,0,0,0,0
430000,121,3553.719008,04 TO 06,229,OCR,5,0,0,229,0,0,0,0
308000,74,4162.162162,10 TO 12,671,OCR,11,0,0,671,0,0,0,0
448000,148,3027.027027,04 TO 06,274,OCR,5,0,0,274,1,0,1,0
666000,120,5550,19 TO 21,66,RCR,20,0,0,66,0,0,0,0
528000,110,4800,13 TO 15,257,OCR,14,1,0,257,0,0,1,0
323000,106,3047.169811,10 TO 12,401,OCR,11,0,0,401,1,0,1,0
732000,143,5118.881119,01 TO 03,850,OCR,2,0,0,850,0,1,0,1
260000,82,3170.731707,10 TO 12,703,OCR,11,0,0,703,0,0,0,0
210000,44,4772.727273,10 TO 12,406,OCR,11,0,0,406,1,0,1,0
320000,84,3809.52381,01 TO 03,338,OCR,2,0,0,338,0,1,0,1
428888,92,4661.826087,07 TO 09,336,OCR,8,0,1,336,0,0,0,1
455000,122,3729.508197,10 TO 12,301,OCR,11,0,0,301,0,0,0,0
462288,81,5707.259259,01 TO 03,106,RCR,2,0,0,106,0,0,0,0
420000,60,7000,13 TO 15,89,RCR,14,1,0,89,0,1,1,1
640000,85,7529.411765,07 TO 09,56,RCR,8,0,1,56,0,0,0,1
436500,97,4500,04 TO 06,31,OCR,5,0,0,31,0,0,0,0
463800,76,6102.631579,13 TO 15,31,RCR,14,1,0,31,0,0,1,0
700000,146,4794.520548,04 TO 06,940,OCR,5,0,0,940,1,0,1,0
285000,68,4191.176471,07 TO 09,621,OCR,8,0,1,621,0,0,0,1
568000,115,4939.130435,04 TO 06,761,OCR,5,0,0,761,0,0,0,0
910000,113,8053.097345,34 TO 36,416,OCR,35,0,0,416,1,0,1,0
406000,92,4413.043478,13 TO 15,780,OCR,14,1,0,780,0,1,1,1
440000,90,4888.888889,07 TO 09,267,OCR,8,0,1,267,0,0,0,1
865000,120,7208.333333,04 TO 06,588,OCR,5,0,0,588,0,2,0,2
295000,83,3554.216867,04 TO 06,831,OCR,5,0,0,831,0,1,0,1
300000,62,4838.709677,04 TO 06,1,RCR,5,0,0,1,0,0,0,0
452000,95,4757.894737,10 TO 12,212,OCR,11,0,0,212,0,0,0,0
468000,110,4254.545455,10 TO 12,988,OCR,11,0,0,988,0,2,0,2
520000,93,5591.397849,07 TO 09,273,OCR,8,0,1,273,0,0,0,1
310000,82,3780.487805,10 TO 12,519,OCR,11,0,0,519,0,0,0,0
410000,104,3942.307692,10 TO 12,487,OCR,11,0,0,487,1,1,1,1
800000,112,7142.857143,07 TO 09,588,OCR,8,0,1,588,0,2,0,3
520000,93,5591.397849,13 TO 15,269,OCR,14,1,0,269,0,0,1,0
288000,63,4571.428571,07 TO 09,44,RCR,8,0,1,44,2,0,2,1
330000,105,3142.857143,01 TO 03,681,OCR,2,0,0,681,0,1,0,1
530000,88,6022.727273,10 TO 12,10,RCR,11,0,0,10,0,0,0,0
427000,101,4227.722772,01 TO 03,170,OCR,2,0,0,170,0,0,0,0
615000,132,4659.090909,10 TO 12,14,OCR,11,0,0,14,1,0,1,0
550000,118,4661.016949,19 TO 21,551,OCR,20,0,0,551,0,0,0,0
480000,104,4615.384615,07 TO 09,259,OCR,8,0,1,259,0,0,0,1
320000,74,4324.324324,01 TO 03,144,OCR,2,0,0,144,2,0,2,0
700000,120,5833.333333,04 TO 06,17,RCR,5,0,0,17,0,0,0,0
345000,78,4423.076923,04 TO 06,265,OCR,5,0,0,265,0,0,0,0
205000,47,4361.702128,01 TO 03,780,OCR,2,0,0,780,0,1,0,1
405000,90,4500,13 TO 15,650,OCR,14,1,0,650,0,0,1,0
542000,125,4336,01 TO 03,316,OCR,2,0,0,316,0,0,0,0
375000,105,3571.428571,07 TO 09,522,OCR,8,0,1,522,0,0,0,1
398000,122,3262.295082,07 TO 09,344,OCR,8,0,1,344,2,0,2,1
448000,84,5333.333333,10 TO 12,145,RCR,11,0,0,145,1,0,1,0
440000,93,4731.182796,13 TO 15,433,OCR,14,1,0,433,1,0,2,0
680000,140,4857.142857,10 TO 12,634,OCR,11,0,0,634,1,0,1,0
495000,108,4583.333333,07 TO 09,651,OCR,8,0,1,651,0,0,0,1
327000,81,4037.037037,10 TO 12,115,OCR,11,0,0,115,0,0,0,0
280000,65,4307.692308,07 TO 09,40,OCR,8,0,1,40,1,0,1,1
450000,105,4285.714286,07 TO 09,119,OCR,8,0,1,119,0,0,0,1
720000,122,5901.639344,01 TO 03,29,RCR,2,0,0,29,0,0,0,0
430000,110,3909.090909,13 TO 15,128,OCR,14,1,0,128,0,1,1,1
475000,113,4203.539823,13 TO 15,352,OCR,14,1,0,352,0,0,1,0
513000,121,4239.669421,04 TO 06,153,OCR,5,0,0,153,0,0,0,0
360000,73,4931.506849,10 TO 12,814,OCR,11,0,0,814,1,1,1,1
800000,117,6837.606838,13 TO 15,29,RCR,14,1,0,29,0,0,1,0
400000,117,3418.803419,07 TO 09,486,OCR,8,0,1,486,1,1,1,2
265000,67,3955.223881,04 TO 06,108,OCR,5,0,0,108,0,1,0,1
380000,132,2878.787879,04 TO 06,948,OCR,5,0,0,948,1,1,1,1
460000,93,4946.236559,10 TO 12,212,OCR,11,0,0,212,0,0,0,0
316000,90,3511.111111,13 TO 15,276,OCR,14,1,0,276,0,0,1,0
418000,91,4593.406593,07 TO 09,293,OCR,8,0,1,293,0,0,0,1
470000,92,5108.695652,25 TO 27,440,OCR,26,0,0,440,2,0,2,0
220000,60.3,3648.424544,04 TO 06,21,OCR,5,0,0,21,0,0,0,0
195000,59,3305.084746,10 TO 12,187,OCR,11,0,0,187,0,1,0,1
240000,64,3750,04 TO 06,492,OCR,5,0,0,492,1,0,1,0
390000,100,3900,04 TO 06,364,OCR,5,0,0,364,1,0,1,0
790000,110,7181.818182,25 TO 27,144,OCR,26,0,0,144,2,0,2,0
540000,120,4500,01 TO 03,270,OCR,2,0,0,270,0,0,0,0
698000,123,5674.796748,10 TO 12,43,OCR,11,0,0,43,1,0,1,0
380000,84,4523.809524,07 TO 09,151,OCR,8,0,1,151,0,0,0,1
345000,68,5073.529412,01 TO 03,210,OCR,2,0,0,210,0,0,0,0
305000,68,4485.294118,07 TO 09,556,OCR,8,0,1,556,0,0,0,1
399000,104,3836.538462,07 TO 09,766,OCR,8,0,1,766,0,0,0,1
605000,128,4726.5625,10 TO 12,181,OCR,11,0,0,181,0,1,0,1
350000,103,3398.058252,04 TO 06,313,OCR,5,0,0,313,0,0,0,0
307000,68,4514.705882,16 TO 18,166,OCR,17,0,0,166,0,0,0,0
360000,73,4931.506849,04 TO 06,236,OCR,5,0,0,236,0,0,0,0
395000,93,4247.311828,07 TO 09,441,OCR,8,0,1,441,2,0,2,1
922000,113,8159.292035,13 TO 15,138,OCR,14,1,0,138,0,1,1,1
325000,59,5508.474576,04 TO 06,8,RCR,5,0,0,8,0,1,0,1
578000,146,3958.90411,04 TO 06,135,OCR,5,0,0,135,0,0,0,0
335000,68,4926.470588,01 TO 03,218,OCR,2,0,0,218,0,1,0,1
425000,109,3899.082569,13 TO 15,157,OCR,14,1,0,157,0,0,1,0
540000,75,7200,01 TO 03,22,RCR,2,0,0,22,0,0,0,0
182000,43,4232.55814,04 TO 06,55,OCR,5,0,0,55,0,0,0,0
499000,112,4455.357143,10 TO 12,431,OCR,11,0,0,431,1,0,1,0
540000,112,4821.428571,01 TO 03,471,OCR,2,0,0,471,1,0,1,0
475000,126,3769.84127,07 TO 09,275,OCR,8,0,1,275,0,0,0,1
355000,84,4226.190476,10 TO 12,134,OCR,11,0,0,134,1,0,1,0
613000,140,4378.571429,07 TO 09,579,OCR,8,0,1,579,0,0,0,1
355000,101,3514.851485,07 TO 09,681,OCR,8,0,1,681,0,1,0,2
365000,92,3967.391304,04 TO 06,424,OCR,5,0,0,424,2,0,2,0
368888,103,3581.436893,10 TO 12,630,OCR,11,0,0,630,0,0,0,0
375000,70,5357.142857,13 TO 15,289,OCR,14,1,0,289,0,1,1,1
260000,60,4333.333333,10 TO 12,620,OCR,11,0,0,620,0,0,0,0
368000,67,5492.537313,01 TO 03,524,OCR,2,0,0,524,1,0,1,0
675000,113,5973.451327,13 TO 15,425,OCR,14,1,0,425,1,0,2,0
328000,67,4895.522388,10 TO 12,745,OCR,11,0,0,745,1,0,1,0
300000,68,4411.764706,10 TO 12,590,OCR,11,0,0,590,0,0,0,0
318000,91,3494.505495,01 TO 03,730,OCR,2,0,0,730,0,0,0,0
380000,122,3114.754098,07 TO 09,913,OCR,8,0,1,913,0,0,0,1
305000,98,3112.244898,07 TO 09,33,OCR,8,0,1,33,0,0,0,1
330000,93,3548.387097,01 TO 03,244,OCR,2,0,0,244,2,0,2,0
540000,125,4320,10 TO 12,306,OCR,11,0,0,306,0,0,0,0
422000,100,4220,04 TO 06,708,OCR,5,0,0,708,0,1,0,1
450000,130,3461.538462,07 TO 09,506,OCR,8,0,1,506,0,0,0,1
545000,90,6055.555556,04 TO 06,620,OCR,5,0,0,620,0,0,0,0
605000,143,4230.769231,04 TO 06,681,OCR,5,0,0,681,0,1,0,1
283000,82,3451.219512,01 TO 03,103,OCR,2,0,0,103,0,0,0,0
392000,121,3239.669421,07 TO 09,338,OCR,8,0,1,338,0,1,0,2
380000,121,3140.495868,04 TO 06,331,OCR,5,0,0,331,0,0,0,0
368000,99,3717.171717,10 TO 12,896,OCR,11,0,0,896,0,1,0,1
552000,122,4524.590164,10 TO 12,456,OCR,11,0,0,456,1,0,1,0
475000,110,4318.181818,04 TO 06,635,OCR,5,0,0,635,0,0,0,0
539000,130,4146.153846,01 TO 03,250,OCR,2,0,0,250,0,0,0,0
408000,92,4434.782609,13 TO 15,430,OCR,14,1,0,430,1,0,2,0
460000,128,3593.75,04 TO 06,232,OCR,5,0,0,232,0,0,0,0
338000,84,4023.809524,04 TO 06,605,OCR,5,0,0,605,0,0,0,0
350000,64,5468.75,04 TO 06,210,OCR,5,0,0,210,0,0,0,0
235000,64,3671.875,04 TO 06,283,OCR,5,0,0,283,0,1,0,1
410000,110,3727.272727,01 TO 03,672,OCR,2,0,0,672,0,0,0,0
528000,96,5500,13 TO 15,268,OCR,14,1,0,268,0,1,1,1
800000,105,7619.047619,13 TO 15,130,RCR,14,1,0,130,0,0,1,0
390000,74,5270.27027,01 TO 03,104,OCR,2,0,0,104,1,0,1,0
245000,60,4083.333333,07 TO 09,95,RCR,8,0,1,95,0,0,0,1
412000,92,4478.26087,10 TO 12,636,OCR,11,0,0,636,0,0,0,0
380000,111,3423.423423,04 TO 06,275,OCR,5,0,0,275,0,0,0,0
818000,100,8180,28 TO 30,75,RCR,29,0,0,75,0,0,0,0
780000,117,6666.666667,13 TO 15,12,RCR,14,1,0,12,0,0,1,0
456000,95,4800,07 TO 09,617,OCR,8,0,1,617,0,0,0,1
505000,130,3884.615385,04 TO 06,501,OCR,5,0,0,501,0,0,0,0
357000,102,3500,10 TO 12,469,OCR,11,0,0,469,1,0,1,0
276000,65,4246.153846,04 TO 06,19,OCR,5,0,0,19,0,0,0,0
605000,123,4918.699187,04 TO 06,68,OCR,5,0,0,68,0,1,0,1
323000,74,4364.864865,10 TO 12,884,OCR,11,0,0,884,1,2,1,2
300000,71,4225.352113,04 TO 06,253,OCR,5,0,0,253,0,0,0,0
678000,149,4550.33557,07 TO 09,606,OCR,8,0,1,606,0,0,0,1
440000,126,3492.063492,07 TO 09,274,OCR,8,0,1,274,1,0,1,1
425000,82,5182.926829,13 TO 15,326,OCR,14,1,0,326,0,0,1,0
618000,117,5282.051282,22 TO 24,54,RCR,23,0,0,54,1,0,1,0
443888,132,3362.787879,19 TO 21,7,OCR,20,0,0,7,0,0,0,0
357000,91,3923.076923,07 TO 09,130,OCR,8,0,1,130,0,0,0,1
388000,122,3180.327869,01 TO 03,975,OCR,2,0,0,975,0,0,0,0
768000,181,4243.093923,04 TO 06,661,OCR,5,0,0,661,0,0,0,0
235000,58,4051.724138,04 TO 06,93,OCR,5,0,0,93,0,0,0,0
256000,73,3506.849315,10 TO 12,164,OCR,11,0,0,164,1,0,1,0
342000,91,3758.241758,16 TO 18,121,OCR,17,0,0,121,0,0,0,0
285000,68,4191.176471,04 TO 06,635,OCR,5,0,0,635,0,0,0,0
440000,60,7333.333333,13 TO 15,31,OCR,14,1,0,31,0,0,1,0
632000,91,6945.054945,16 TO 18,596,OCR,17,0,0,596,0,0,0,0
340000,92,3695.652174,04 TO 06,119,OCR,5,0,0,119,0,0,0,0
370000,84,4404.761905,01 TO 03,423,OCR,2,0,0,423,1,0,1,0
622000,111,5603.603604,01 TO 03,596,OCR,2,0,0,596,0,0,0,0
555000,141,3936.170213,01 TO 03,637,OCR,2,0,0,637,0,0,0,0
700000,92,7608.695652,04 TO 06,79,OCR,5,0,0,79,0,0,0,0
668000,108,6185.185185,07 TO 09,125,RCR,8,0,1,125,0,0,0,1
618888,139,4452.431655,10 TO 12,497,OCR,11,0,0,497,1,0,1,0
428000,93,4602.150538,10 TO 12,180,OCR,11,0,0,180,0,1,0,1
275000,68,4044.117647,07 TO 09,462,OCR,8,0,1,462,1,0,1,1
608888,90,6765.422222,01 TO 03,49,RCR,2,0,0,49,1,0,1,0
220000,46,4782.608696,10 TO 12,463,OCR,11,0,0,463,1,0,1,0
305000,67,4552.238806,07 TO 09,476,OCR,8,0,1,476,1,0,1,1
428000,121,3537.190083,01 TO 03,258,OCR,2,0,0,258,0,1,0,1
300000,65,4615.384615,07 TO 09,53,OCR,8,0,1,53,0,0,0,1
275000,68,4044.117647,07 TO 09,110,OCR,8,0,1,110,0,0,0,1
455000,93,4892.473118,10 TO 12,987,OCR,11,0,0,987,0,1,0,1
310000,75,4133.333333,01 TO 03,270,OCR,2,0,0,270,0,0,0,0
432000,120,3600,07 TO 09,300,OCR,8,0,1,300,0,0,0,1
265000,87,3045.977011,07 TO 09,30,OCR,8,0,1,30,0,0,0,1
673999,92,7326.076087,04 TO 06,146,OCR,5,0,0,146,1,0,1,0
399000,133,3000,07 TO 09,426,OCR,8,0,1,426,1,0,1,1
300000,67,4477.61194,01 TO 03,509,OCR,2,0,0,509,0,0,0,0
395000,94,4202.12766,13 TO 15,438,OCR,14,1,0,438,1,1,2,1
320000,67,4776.119403,04 TO 06,886,OCR,5,0,0,886,0,2,0,2
545000,85,6411.764706,10 TO 12,182,OCR,11,0,0,182,0,1,0,1
420000,122,3442.622951,07 TO 09,134,OCR,8,0,1,134,1,0,1,1
280000,73,3835.616438,04 TO 06,139,OCR,5,0,0,139,0,0,0,0
500000,112,4464.285714,10 TO 12,546,OCR,11,0,0,546,1,0,1,0
365000,90,4055.555556,04 TO 06,981,OCR,5,0,0,981,0,1,0,1
305000,67,4552.238806,07 TO 09,152,RCR,8,0,1,152,0,0,0,1
300000,65,4615.384615,10 TO 12,105,RCR,11,0,0,105,0,0,0,0
565000,122,4631.147541,07 TO 09,150,OCR,8,0,1,150,0,0,0,1
308000,67,4597.014925,04 TO 06,426,OCR,5,0,0,426,1,0,1,0
373000,101,3693.069307,10 TO 12,730,OCR,11,0,0,730,0,0,0,0
350000,84,4166.666667,01 TO 03,318,OCR,2,0,0,318,0,1,0,1
668000,176,3795.454545,04 TO 06,834,OCR,5,0,0,834,1,1,1,1
382500,102,3750,19 TO 21,540,OCR,20,0,0,540,1,0,1,0
522000,110,4745.454545,28 TO 30,626,OCR,29,0,0,626,0,0,0,0
350000,104,3365.384615,01 TO 03,559,OCR,2,0,0,559,0,0,0,0
570000,153,3725.490196,01 TO 03,353,OCR,2,0,0,353,0,0,0,0
630000,115,5478.26087,07 TO 09,103,RCR,8,0,1,103,0,0,0,1
630088,90,7000.977778,04 TO 06,461,OCR,5,0,0,461,1,0,1,0
198888,60,3314.8,01 TO 03,169,RCR,2,0,0,169,0,0,0,0
420000,126,3333.333333,04 TO 06,274,OCR,5,0,0,274,1,0,1,0
338000,101,3346.534653,10 TO 12,776,OCR,11,0,0,776,0,0,0,0
466000,110,4236.363636,07 TO 09,654,OCR,8,0,1,654,1,0,1,1
580000,92,6304.347826,13 TO 15,275,OCR,14,1,0,275,0,0,1,0
378000,94,4021.276596,13 TO 15,111,OCR,14,1,0,111,0,0,1,0
360000,104,3461.538462,07 TO 09,725,OCR,8,0,1,725,0,0,0,1
681800,138,4940.57971,19 TO 21,103,RCR,20,0,0,103,0,0,0,0
460000,70,6571.428571,04 TO 06,423,OCR,5,0,0,423,1,0,1,0
579000,108,5361.111111,04 TO 06,126,OCR,5,0,0,126,0,0,0,0
395000,105,3761.904762,04 TO 06,763,OCR,5,0,0,763,0,0,0,0
440000,125,3520,04 TO 06,185,OCR,5,0,0,185,0,1,0,1
