Busstop_no.,Latitude,Longitude
21019,1.325548678,103.7270332
21021,1.324193222,103.7237901
21029,1.324297286,103.7218077
21041,1.320919722,103.7201203
21049,1.321072505,103.7202452
21051,1.31226087,103.7304481
21059,1.311958648,103.7301381
21069,1.312373056,103.7191853
21071,1.313906522,103.7223448
21079,1.313445356,103.7227976
21089,1.312064875,103.7229645
21099,1.310143773,103.7111035
21109,1.311002999,103.7210977
21111,1.314426405,103.7123833
21119,1.313972918,103.7120194
21121,1.31469131,103.7160169
21129,1.314274438,103.7149314
21131,1.314708333,103.7179936
21139,1.314330447,103.7184656
21141,1.315174311,103.7195737
21149,1.315647364,103.7198746
21151,1.316992032,103.7198894
21159,1.318685624,103.7204292
21161,1.350494222,103.712777
21169,1.350743561,103.7127581
21171,1.325816389,103.7190661
21179,1.325861667,103.7192953
21181,1.330237475,103.7210073
21189,1.330260466,103.7212229
21191,1.332909822,103.7204454
21199,1.333309472,103.7205129
21201,1.336833964,103.7177864
21209,1.336876486,103.718056
21211,1.340049722,103.7160683
21219,1.340103561,103.7162593
21229,1.342003461,103.7160202
21231,1.343595351,103.7159904
21239,1.344504826,103.7163304
21241,1.349736652,103.7123543
21249,1.349598497,103.7124646
21251,1.336241214,103.7103474
21259,1.336041349,103.710437
21261,1.33393514,103.7102509
21269,1.334181836,103.7104976
21271,1.334658968,103.7194732
21279,1.334912826,103.7195252
21291,1.31585423,103.7094335
21299,1.315870349,103.7099458
21301,1.318497215,103.7099705
21309,1.319190308,103.710547
21311,1.323205141,103.7095638
21319,1.323773402,103.7098042
21321,1.326240558,103.7088543
21329,1.326915483,103.7090179
21331,1.330290492,103.7079679
21339,1.330424656,103.7083232
21341,1.335173458,103.7089583
21349,1.335064598,103.7092447
21351,1.338821386,103.7095643
21359,1.338670103,103.7099597
21361,1.343023233,103.7076718
21369,1.343091237,103.7080031
21371,1.345227226,103.7061787
21379,1.345348552,103.7064891
21381,1.349646534,103.7086071
21389,1.349514399,103.7089646
21391,1.344850642,103.7084794
21399,1.34481408,103.7080599
21409,1.343389693,103.7120706
21411,1.343932701,103.7103305
21419,1.343880607,103.7105765
21421,1.347203078,103.710326
21429,1.347402033,103.7105915
21431,1.347656389,103.7124106
21439,1.348422778,103.7116589
21441,1.346382425,103.7132623
21449,1.346398056,103.7130614
21451,1.345248333,103.71473
21459,1.345580455,103.7149133
21461,1.327319722,103.7179936
21469,1.327475,103.7180853
21471,1.326731389,103.7154267
21479,1.326918056,103.7157017
21481,1.32600146,103.7120884
21489,1.326278397,103.7126543
21491,1.326863545,103.7108268
21499,1.32655549,103.7110243
21501,1.330427715,103.7100021
21509,1.331156391,103.7099872
21511,1.333119969,103.711077
21519,1.33295908,103.7112916
21521,1.334138933,103.7145853
21529,1.334083039,103.7150971
21531,1.331875761,103.7163448
21539,1.331361524,103.7163309
21541,1.331380758,103.7198636
21549,1.330882806,103.7189959
21551,1.326661043,103.7209862
21559,1.326626599,103.7206391
21561,1.328893152,103.7227432
21569,1.328572039,103.7228981
21571,1.330567195,103.7230701
21579,1.330134723,103.7231809
21581,1.33243351,103.7232864
21589,1.332465687,103.7234581
21591,1.334761036,103.7224281
21599,1.334683562,103.7226849
21601,1.337270296,103.7210977
21609,1.337751668,103.7210263
21611,1.338364342,103.7193196
21619,1.337935099,103.7181621
21621,1.339214998,103.7220593
21629,1.33954477,103.7227567
21631,1.333636261,103.7249361
21639,1.333788611,103.7251164
21641,1.336301262,103.7250087
21649,1.336708866,103.7251798
21651,1.338730149,103.7240217
21659,1.338960105,103.7241081
21661,1.341765605,103.7214143
21669,1.341342145,103.7220952
21671,1.338065,103.7237617
21679,1.337762198,103.7235836
21681,1.342287323,103.714663
21689,1.342419846,103.7144234
21691,1.341078598,103.7113881
21699,1.341549821,103.7120308
21711,1.346998842,103.7157628
21719,1.347794746,103.715073
21751,1.330893333,103.7248047
21759,1.330323876,103.7249113
21761,1.328313333,103.7247681
21769,1.328475541,103.7249038
21771,1.326579924,103.7237302
21779,1.326435722,103.7242577
22009,1.339323347,103.705457
22011,1.32129798,103.707755
22019,1.322024022,103.7071133
22021,1.321682451,103.7036931
22029,1.322449717,103.7026821
22031,1.32216806,103.6985518
22039,1.322840765,103.6986162
22041,1.314635,103.6987308
22049,1.314466389,103.6978889
22051,1.313869167,103.7020447
22059,1.313606111,103.7012625
22061,1.314276178,103.704641
22069,1.31365448,103.7037946
22071,1.314336368,103.7069513
22079,1.313943992,103.7080498
22081,1.305995557,103.7003759
22089,1.305892778,103.7008781
22091,1.308807216,103.6965559
22099,1.308797648,103.6968896
22141,1.317333006,103.6959517
22149,1.317319604,103.6963118
22151,1.320952337,103.6962716
22159,1.320952433,103.6966332
22161,1.325516569,103.6964311
22169,1.326245429,103.6966158
22171,1.329541667,103.6963769
22179,1.330004723,103.6966591
22181,1.333016111,103.6963769
22189,1.333697107,103.6966629
22191,1.33130584,103.6983275
22219,1.327645561,103.7026074
22221,1.327909161,103.6978569
22229,1.327643343,103.6988747
22231,1.340794867,103.697179
22239,1.340819722,103.6974219
22241,1.340122707,103.6993839
22249,1.340160074,103.6986544
22251,1.340733333,103.7026567
22259,1.340891364,103.7025464
22271,1.329245828,103.7001115
22281,1.328492643,103.7037526
22289,1.329263333,103.70284
22299,1.330688334,103.7017741
22309,1.33327,103.7033808
22319,1.331981389,103.7054525
22329,1.330243469,103.7050159
22331,1.304858477,103.7031792
22341,1.344916161,103.7010333
22349,1.345205373,103.7007963
22351,1.342774219,103.6980338
22359,1.342526667,103.6972753
22361,1.340778056,103.6958728
22369,1.340331864,103.6951104
22391,1.313427499,103.6957231
22399,1.313457071,103.696016
22401,1.310078753,103.6971497
22409,1.310142566,103.6974199
22411,1.34626796,103.703801
22419,1.346225978,103.7028613
22421,1.307755,103.6987239
22429,1.307257497,103.6990807
22431,1.333082426,103.7074221
22439,1.333112575,103.7068094
22441,1.342669872,103.7036275
22449,1.342762115,103.7038066
22451,1.338170226,103.6956128
22459,1.338562904,103.6957204
22461,1.335961944,103.696205
22469,1.336490625,103.6963187
22471,1.335090477,103.6931454
22479,1.334742425,103.6931026
22481,1.342462238,103.7055409
22489,1.342584603,103.7053683
22491,1.337212743,103.704782
22499,1.337527553,103.7048816
22501,1.337691991,103.7029713
22509,1.337994051,103.7032349
22511,1.337461817,103.7002967
22519,1.337733596,103.6999522
22521,1.337416479,103.6977679
22529,1.337772628,103.6972862
22531,1.339226733,103.6981438
22539,1.339195237,103.6983868
22541,1.334968048,103.6976102
22549,1.334635631,103.6979536
22551,1.334982043,103.7006562
22559,1.334654622,103.701014
22561,1.334970385,103.7041443
22569,1.334649396,103.704582
22571,1.337803814,103.706891
22591,1.344258333,103.7032958
22599,1.344840383,103.703081
22609,1.330482103,103.6983014
23011,1.322405185,103.6925083
23019,1.323021,103.692567
23021,1.322435952,103.6851861
23029,1.323021944,103.6862289
23031,1.322395431,103.6809911
23039,1.323031111,103.6815139
23041,1.333340887,103.6905597
23049,1.334107641,103.6906114
23051,1.331689722,103.6892814
23059,1.330712847,103.6881376
23061,1.329527778,103.6865222
23069,1.329899505,103.6858202
23071,1.32977056,103.682578
23079,1.330179089,103.6818154
23081,1.330116606,103.678268
23089,1.330433729,103.6784347
23091,1.324518616,103.6927623
23099,1.324671172,103.6928614
23101,1.324534722,103.6909133
23109,1.324681389,103.6906839
23111,1.324546667,103.6883647
23119,1.324675615,103.6884774
23121,1.324549519,103.6856463
23129,1.324680967,103.6855876
23131,1.325371111,103.6840469
23139,1.325171667,103.6841478
23141,1.326668807,103.6840151
23149,1.326830346,103.6841647
23151,1.32788229,103.6848346
23159,1.32766374,103.6856335
23161,1.327883956,103.6886947
23169,1.327688333,103.6886764
23171,1.327896036,103.6911897
23179,1.327672844,103.6910203
23181,1.327903056,103.6944886
23189,1.327644597,103.6939753
23191,1.319661456,103.6836277
23199,1.319512645,103.6831235
23201,1.3196459,103.6862855
23209,1.319503271,103.6857761
23211,1.317920619,103.6892047
23219,1.318327273,103.6885253
23221,1.308966596,103.671781
23229,1.308687576,103.6718064
23231,1.309265,103.6749183
23239,1.30916,103.67513
23241,1.31025436,103.6798116
23249,1.309903487,103.6794885
23251,1.311722356,103.6837814
23259,1.311395562,103.683665
23261,1.312648632,103.6857734
23269,1.312406285,103.6857799
23279,1.314928759,103.6916285
23281,1.306506176,103.6789674
23291,1.303824095,103.6793048
23301,1.302120571,103.679539
23311,1.301786389,103.6774556
23321,1.30404333,103.6761848
23331,1.306893333,103.6758422
23341,1.311184964,103.678508
23349,1.310768551,103.6787158
23351,1.316154859,103.6787494
23359,1.315005008,103.6788828
23361,1.319107705,103.6788383
23369,1.319078267,103.6791102
23371,1.325954453,103.6790815
23379,1.326543123,103.6793944
23389,1.307556447,103.693773
23399,1.305336389,103.6923708
23409,1.303521389,103.6893364
23419,1.303807778,103.6861461
23429,1.304568337,103.6847205
23439,1.30774278,103.6846866
23441,1.313041869,103.678627
23449,1.312841667,103.6787758
23451,1.304026667,103.6972844
23461,1.305469168,103.6964347
23469,1.305085201,103.6968346
23471,1.319663409,103.6809719
23479,1.319509245,103.6806599
23481,1.327969265,103.6817205
23489,1.327596882,103.6804886
23491,1.327924084,103.6778086
23499,1.327550924,103.678051
23501,1.324531603,103.6958354
23509,1.32468013,103.6956168
23519,1.324793524,103.679366
24009,1.326972547,103.6783979
24011,1.32230924,103.6776263
24019,1.322887219,103.6772821
24021,1.321852572,103.6708798
24029,1.322470964,103.6713266
24041,1.330353131,103.6749932
24049,1.33094145,103.6737907
24089,1.314455761,103.67069
24129,1.326141806,103.6698714
24139,1.327395408,103.6724596
