Busstop_no.,Latitude,Longitude
24149,1.327540111,103.6746632
24159,1.326842223,103.6766424
24169,1.310386247,103.6667159
24179,1.309403123,103.6647713
24189,1.311162291,103.6619381
24199,1.313081523,103.6599367
24209,1.315237641,103.6598693
24219,1.318227016,103.6626715
24229,1.319537781,103.6661535
24239,1.319791667,103.6690039
24249,1.320014171,103.6723107
24259,1.320224304,103.6756286
24269,1.317960072,103.6766083
24279,1.314802775,103.6767463
24289,1.312404575,103.6748585
24299,1.312158594,103.6716501
24301,1.312609859,103.6658491
24331,1.308548333,103.6686833
24339,1.308406667,103.6689933
24341,1.295596248,103.6706958
24349,1.29557792,103.6709164
24351,1.298117633,103.6683905
24359,1.298225564,103.6685335
24369,1.300776877,103.6669833
24379,1.30366278,103.6658843
24381,1.306888056,103.6653272
24389,1.306684311,103.6655156
24391,1.298593199,103.664471
24401,1.300316389,103.6635578
24411,1.302437778,103.6617336
24421,1.304632778,103.6595061
24431,1.307266111,103.6577
24441,1.307134983,103.6609683
24451,1.305993401,103.6637872
24461,1.297239315,103.6662602
24489,1.325743957,103.6711106
24499,1.32598701,103.6743957
24501,1.324248968,103.6647979
24509,1.324314785,103.6641162
24511,1.319444767,103.6608912
24519,1.319072366,103.6598138
24521,1.317464638,103.6589878
24529,1.317212489,103.6581665
24531,1.306226389,103.6568842
24539,1.304920202,103.6554803
24541,1.302756576,103.6556555
24549,1.302736389,103.6554358
24559,1.300793056,103.65748
24571,1.323675558,103.6690675
24581,1.324961389,103.6669958
24599,1.325622844,103.6692664
24601,1.31334,103.654865
24609,1.313431037,103.6547517
24611,1.310855629,103.6525406
24619,1.31113972,103.6526047
24621,1.307971389,103.6497794
24629,1.308511389,103.6501553
24631,1.320566576,103.6782444
24639,1.320410128,103.6779157
24641,1.31424,103.6655139
24651,1.314900278,103.6688261
24671,1.309578056,103.66123
24679,1.309293931,103.661255
24681,1.312008749,103.6586335
24689,1.311524362,103.6588959
24691,1.313445,103.6571281
24699,1.313453056,103.6569025
24701,1.321384921,103.6491137
24709,1.320889994,103.6490257
24711,1.32987219,103.6399964
24719,1.33004827,103.6393301
25009,1.341730685,103.6395337
25061,1.327585,103.6452875
25069,1.327511796,103.645518
25071,1.329582778,103.6432064
25079,1.32944569,103.6434715
25091,1.334433056,103.645205
25099,1.333929107,103.6449493
25101,1.334284729,103.6478375
25109,1.334623333,103.6473225
25111,1.332398885,103.6498161
25119,1.332126389,103.6499169
25121,1.330607633,103.6516966
25129,1.329944444,103.6522639
25151,1.329137281,103.6532552
25161,1.327354229,103.6551062
25169,1.327749444,103.6545006
25171,1.325466454,103.657112
25179,1.325291389,103.6571133
25181,1.323852969,103.6588132
25189,1.323839722,103.6586167
25191,1.321299796,103.6596844
25199,1.321094722,103.6593317
25201,1.319200513,103.658788
25209,1.319375871,103.6587878
25219,1.32877104,103.6569223
25221,1.334705894,103.6515311
25229,1.333712729,103.6517625
25231,1.338658954,103.6474027
25239,1.337405,103.647955
25249,1.339855,103.6453517
25259,1.344188178,103.6407071
25269,1.347771507,103.6374692
25321,1.317550278,103.6565422
25329,1.317791389,103.6564625
25331,1.320197778,103.6538131
25339,1.320181798,103.6539689
25341,1.321943056,103.6519889
25349,1.321592221,103.6524818
25351,1.323969716,103.6530315
25359,1.32365,103.6529239
25361,1.324958464,103.6511246
25369,1.325135769,103.6514726
25371,1.323878056,103.6491744
25379,1.324216409,103.649001
25381,1.325563056,103.6473958
25389,1.32595623,103.6472054
25391,1.328969994,103.6370433
25399,1.329238655,103.6379445
25411,1.343870621,103.6383056
25419,1.344389081,103.6383761
25421,1.3412625,103.6374186
25429,1.340558073,103.6369654
25431,1.338976449,103.6365874
25439,1.339125254,103.6364265
25441,1.334832118,103.6351235
25449,1.33559255,103.6348856
25451,1.332261944,103.6340506
25459,1.3328,103.6341217
25461,1.329448265,103.6329188
25469,1.329294722,103.6326458
25471,1.335523534,103.6418412
25479,1.335528056,103.6416297
25491,1.339010336,103.6381665
25499,1.338749722,103.6382378
25501,1.333790554,103.6436359
25509,1.333559305,103.6436494
25511,1.329815,103.6408047
25519,1.329814516,103.6409965
25531,1.332348048,103.6451541
25539,1.332310159,103.6450681
25541,1.329780993,103.6478492
25549,1.329813353,103.6476836
25559,1.325650435,103.6458794
25561,1.318360952,103.6377092
25569,1.318193438,103.6372447
25571,1.315446744,103.63524
25579,1.315543826,103.634945
25589,1.328336744,103.6484242
25591,1.310247063,103.63509
25599,1.309430952,103.6358061
25601,1.3016348,103.634715
25609,1.301942896,103.6345208
25611,1.297705855,103.6330311
25621,1.2943848,103.6318851
25631,1.290331744,103.6313969
25641,1.296156048,103.638434
25651,1.299349759,103.6355281
25661,1.293362063,103.639925
25669,1.293394424,103.6395214
25671,1.294545159,103.6416139
25681,1.332488056,103.6371694
25689,1.332111744,103.6371242
25691,1.328519952,103.6396633
25701,1.295594007,103.6276492
25709,1.29567015,103.6272837
25711,1.288627952,103.6250711
25719,1.289016744,103.6248912
25729,1.284931048,103.628258
25741,1.280503855,103.62711
25751,1.276369048,103.6215062
25761,1.2750648,103.6242219
25771,1.274332937,103.6323289
25781,1.276399007,103.6358054
25791,1.282069048,103.6361662
25801,1.284507145,103.6341861
25811,1.332267662,103.6431914
25819,1.332495952,103.64353
25821,1.317490993,103.652587
26011,1.319229656,103.6487671
26019,1.318618607,103.6480562
26021,1.317261394,103.6469309
26029,1.317805952,103.647257
26031,1.315482572,103.6452468
26039,1.316062896,103.6456231
26041,1.314713966,103.6430558
26049,1.314865764,103.6427515
26051,1.316389759,103.6412988
26059,1.316727778,103.6408389
26061,1.318188966,103.639408
26069,1.318502778,103.6389756
26071,1.320507104,103.637022
26079,1.320606111,103.6367553
26081,1.322492063,103.6349081
26089,1.322151716,103.6351002
26091,1.324651352,103.6361369
26099,1.324642494,103.6359969
26101,1.326840635,103.638176
26109,1.327277428,103.6384905
26111,1.314643056,103.6542583
26121,1.317368402,103.6513642
26131,1.319022778,103.6497
26141,1.326686247,103.6402559
26151,1.324529988,103.6425227
26161,1.322383257,103.6448005
26171,1.3201325,103.6471214
26201,1.326952915,103.6319295
26209,1.32692,103.6317533
26211,1.290966108,103.6368387
26221,1.293249778,103.6370023
26241,1.320511398,103.6308499
26249,1.320473708,103.6312183
26251,1.317269444,103.6297894
26259,1.317516394,103.6301108
26261,1.314709069,103.6287122
26269,1.314358333,103.628955
26279,1.311334252,103.6278419
26289,1.308545754,103.6268207
26299,1.305109544,103.6255635
26311,1.302288265,103.6297812
26321,1.306039533,103.6311689
26331,1.308699576,103.6321343
26349,1.311610556,103.6309569
26369,1.298469994,103.6230858
26379,1.293873807,103.6219215
26389,1.290550809,103.6245338
26399,1.28949499,103.6274603
26409,1.289129093,103.6301987
26419,1.288919373,103.6330196
26429,1.2886975,103.6358691
26431,1.29448159,103.6361912
26441,1.295689275,103.6329657
26451,1.296897702,103.6297779
26461,1.299464722,103.6287678
27011,1.355863346,103.6861094
27021,1.353241389,103.6819292
27031,1.351868157,103.6805175
27041,1.350719362,103.6786425
27051,1.348453333,103.6766581
27061,1.349847221,103.6838708
27069,1.350089722,103.6841844
27071,1.355075335,103.6845277
27091,1.34911,103.703885
27099,1.350236894,103.70361
27101,1.352594722,103.7011164
27109,1.353094722,103.7008231
27121,1.356823056,103.6952128
27129,1.356437495,103.6960646
27131,1.34194,103.6885297
27139,1.342027461,103.6889815
27141,1.339675467,103.6877997
27149,1.339065251,103.688758
27159,1.340337778,103.6900514
27169,1.356931032,103.6942446
27171,1.356045651,103.6916825
27179,1.356184182,103.6917826
27181,1.355875888,103.6890362
27189,1.356072042,103.6890392
27199,1.354342168,103.6868575
27209,1.351507017,103.6856923
27211,1.347931407,103.6805007
27219,1.347932695,103.6802524
27221,1.346231517,103.6785176
27231,1.342079724,103.6792227
27241,1.339987266,103.6808938
27251,1.341622696,103.6842061
27261,1.343320114,103.6863209
27271,1.34199989,103.6913205
27279,1.34210239,103.6911929
27281,1.345655,103.6878056
27291,1.347722674,103.6864993
27301,1.34045285,103.6943978
27309,1.341070469,103.6942654
27311,1.349022111,103.6853929
27321,1.344039444,103.6917308
27329,1.3440425,103.691865
27331,1.345373056,103.6994114
27341,1.346637034,103.6977882
27349,1.346808056,103.6978181
27351,1.34423201,103.6961317
27359,1.34441435,103.6960137
27361,1.342944904,103.6945224
27369,1.342853733,103.694104
27371,1.347513843,103.7009944
27379,1.348050421,103.7008739
27381,1.34814783,103.6986383
27389,1.348451809,103.6981044
27391,1.348427066,103.696312
27399,1.348664698,103.6964037
27401,1.347366006,103.694138
27409,1.34719,103.6941675
27411,1.345908333,103.6927375
27419,1.345754722,103.69282
27421,1.342834167,103.6953636
27429,1.342865,103.6955581
27431,1.349465273,103.6973463
27439,1.349410778,103.6971171
27441,1.350328688,103.7007933
27449,1.350532425,103.701079
27451,1.351286137,103.7041506
27459,1.3514507,103.7039904
27461,1.352933058,103.7051286
27469,1.353071922,103.7048671
27471,1.352166558,103.7078248
27479,1.351892343,103.7081826
27501,1.340971167,103.6916711
27509,1.340436472,103.6913582
27511,1.339252023,103.6931057
27519,1.340042855,103.692924
27521,1.336808966,103.6940617
27529,1.336298048,103.694063
27531,1.340527952,103.686973
27539,1.340716145,103.6868923
28009,1.333408188,103.7415425
28011,1.324258056,103.7591472
28019,1.324927205,103.7589433
28021,1.326158084,103.7554502
28029,1.326889982,103.7543603
28031,1.327901,103.751015
28039,1.328075,103.7514083
28041,1.3300835,103.7482837
28049,1.330699213,103.7481034
28051,1.332289997,103.74574
28059,1.332606389,103.7458072
28061,1.335963908,103.7425481
28069,1.336442401,103.7425574
28071,1.337650353,103.7390424
28079,1.338399066,103.7386009
28081,1.339508308,103.7366476
28089,1.340163586,103.7363464
28091,1.344257956,103.7201249
28099,1.344320099,103.7192983
28101,1.333124368,103.7590562
28109,1.333273442,103.7593318
28111,1.347828963,103.7358544
28119,1.347850605,103.7360553
28121,1.350320655,103.733396
28129,1.350318839,103.7337431
28131,1.352785657,103.7305039
28139,1.353113025,103.7304425
28141,1.353997778,103.7285725
28149,1.354059771,103.7291206
28151,1.355826007,103.7214746
28159,1.355987547,103.7213845
28161,1.356004212,103.7192784
28169,1.356162022,103.719496
28181,1.329966425,103.758198
28189,1.329921247,103.758506
28201,1.332057062,103.7418505
28211,1.334186773,103.7407068
28221,1.32761805,103.7449417
28229,1.325366752,103.7459319
28231,1.329862011,103.7424818
28239,1.329804425,103.7430715
28241,1.331758585,103.7395749
28249,1.332649257,103.7389656
28251,1.333828056,103.7369883
28259,1.334154722,103.7369883
28261,1.33614237,103.7348988
28269,1.336532427,103.7349928
28271,1.338992597,103.7339058
28279,1.339482955,103.7342365
28281,1.342060328,103.7353755
28289,1.342389722,103.7359889
28291,1.344460904,103.736383
28299,1.344383231,103.7366703
28301,1.334738999,103.740303
28309,1.326286276,103.7457849
28311,1.338252775,103.7410835
28319,1.338626239,103.7417331
28321,1.341271664,103.7409031
28329,1.341470923,103.7404357
28331,1.342043929,103.7380493
28339,1.342705106,103.7373752
28341,1.342470278,103.7327128
28349,1.342551137,103.7331851
28351,1.343615278,103.7310558
28359,1.343887222,103.7311994
28361,1.344188818,103.7274878
28369,1.344497222,103.7274714
28371,1.344879722,103.7240919
28379,1.345136399,103.7242613
28381,1.346269671,103.721296
28389,1.3464621,103.7214723
28391,1.349780932,103.7193717
28399,1.349749472,103.7196482
28401,1.350654551,103.718614
28409,1.350811494,103.7179377
28411,1.348054444,103.7176175
28421,1.345915861,103.7193457
28431,1.334496265,103.7388156
28439,1.33451434,103.738575
28441,1.335766389,103.7388492
28449,1.336181667,103.739445
28451,1.343941891,103.73466
28459,1.344407729,103.7343153
28461,1.345332403,103.7320538
28469,1.346127173,103.7319331
28471,1.348111456,103.7322464
28481,1.346181391,103.7342159
28491,1.349055961,103.7307863
28499,1.349630441,103.730462
28501,1.349803284,103.7273777
28509,1.350034709,103.7265401
28511,1.350635965,103.7237236
28519,1.350584168,103.7245249
28521,1.350975481,103.7212004
28529,1.351179213,103.7206511
28531,1.350061155,103.7165294
28539,1.349754774,103.7154239
28541,1.352358056,103.71726
28551,1.353092019,103.71994
28561,1.35318547,103.7223243
28571,1.352420676,103.7254229
28581,1.34925114,103.7257056
28591,1.346456389,103.7253825
28601,1.347337447,103.7231677
28611,1.349277923,103.7210677
28621,1.341543482,103.7435801
28629,1.341953312,103.74425
28631,1.340531577,103.7441862
28639,1.340456498,103.74396
28641,1.339178898,103.7461032
28649,1.339013034,103.7460344
28651,1.33515192,103.7479419
28659,1.334461893,103.7476778
28661,1.336655228,103.74952
28669,1.336445,103.749355
28671,1.3371523,103.7522638
28679,1.336614493,103.7511046
28681,1.337202426,103.7548889
28689,1.337279344,103.75441
28691,1.335652429,103.7574893
28699,1.335668506,103.757235
28701,1.331498333,103.75773
28709,1.331639972,103.7573441
29011,1.3085475,103.7336219
29019,1.30809,103.7337659
29021,1.312674999,103.7345023
29029,1.31373488,103.7349292
29031,1.316531388,103.7353866
29039,1.317914723,103.7359015
29041,1.306304994,103.7360537
29049,1.305983213,103.7366867
29051,1.304620528,103.7428493
29059,1.304372802,103.742525
29069,1.302969478,103.7460724
29071,1.304226652,103.7517938
29081,1.301778598,103.7528443
29089,1.301467542,103.7527049
29091,1.299418862,103.7525439
29099,1.299386684,103.7520719
29101,1.298560779,103.7499767
29109,1.298749171,103.7496962
29111,1.300025833,103.7468519
29119,1.300759621,103.747201
29121,1.306701858,103.7395513
29129,1.306391943,103.7394918
29139,1.302958465,103.7513745
29149,1.301692789,103.7484455
29159,1.325324898,103.737505
30011,1.373677995,103.7142257
30019,1.373333068,103.7136584
30021,1.374441956,103.7170523
30029,1.374156028,103.7170963
30031,1.374619354,103.7198387
30039,1.374321622,103.7198188
30041,1.374620141,103.7218882
30049,1.374313322,103.7238366
30051,1.374555769,103.7253705
30059,1.374399352,103.726143
30081,1.377276847,103.7343131
30089,1.37716,103.7340917
30091,1.379430556,103.7308564
30099,1.379721598,103.7312281
30101,1.373716569,103.738897
30109,1.373741554,103.7383509
30111,1.372457887,103.7428254
30119,1.3728875,103.7404039
30121,1.37211783,103.7444371
30129,1.37203889,103.7438103
31009,1.371750883,103.6842763
31011,1.359084608,103.6938952
31019,1.359982605,103.6939891
31021,1.36247047,103.6928789
31029,1.363079872,103.692966
31031,1.365988907,103.6932732
31039,1.36563784,103.6933082
31041,1.368932264,103.6939294
31049,1.369395544,103.6942437
31051,1.372260022,103.6944518
31059,1.372075744,103.6946681
31061,1.375947222,103.6955703
31069,1.374931389,103.6955061
31071,1.378533142,103.6962605
31079,1.377686111,103.6963219
31081,1.380562642,103.6973253
31089,1.379927294,103.6971152
31121,1.370312489,103.6880039
31129,1.370002488,103.6874421
31131,1.372047022,103.6901316
31139,1.372112815,103.6903841
31141,1.374071323,103.6933505
31149,1.373948547,103.6940083
31151,1.373632274,103.6959675
31159,1.373366007,103.6961973
31161,1.372533322,103.7020876
31169,1.372450942,103.7012194
31171,1.372407883,103.704187
31179,1.372344032,103.7035508
31191,1.371614444,103.7099108
31199,1.370975581,103.7093154
31201,1.38044982,103.6965941
31211,1.382839,103.6969997
32031,1.402702994,103.7007817
32039,1.402517888,103.7008148
32041,1.404361044,103.7016616
32049,1.404522544,103.7018703
32051,1.409293655,103.7009794
32059,1.409031408,103.7012078
32061,1.411463076,103.70006
32069,1.411032579,103.7003812
32071,1.416024604,103.7005678
32079,1.415128277,103.7002682
32081,1.417446316,103.7012036
32089,1.416818912,103.7010851
32101,1.38541383,103.6974447
32109,1.38571767,103.6977027
32111,1.398372,103.6996458
32119,1.39858,103.6998827
33011,1.419591086,103.7022296
33019,1.419201592,103.7021566
33021,1.421790125,103.7032446
33029,1.420803148,103.7029219
33031,1.423979583,103.7042257
33039,1.423295992,103.7040803
33041,1.427619116,103.7059434
33049,1.426217435,103.705438
33051,1.430249373,103.7068344
33059,1.429359911,103.7066297
34009,1.444826561,103.7075673
34011,1.433181996,103.7078232
34019,1.432534167,103.7077381
34021,1.435186498,103.7080476
34029,1.434971944,103.7081833
34031,1.437666053,103.7079565
34039,1.436591703,103.7081175
34041,1.438865086,103.7079067
34049,1.438374062,103.7080241
34051,1.442755586,103.7077541
34059,1.442343388,103.707869
34101,1.38440683,103.6979038
34109,1.38430083,103.6981122
40011,1.306064115,103.8490875
40019,1.306644045,103.8492042
40021,1.311035833,103.8428175
40029,1.311423056,103.84266
40031,1.311785095,103.8409836
40039,1.312303056,103.8407256
40041,1.313722231,103.8380974
40049,1.314023056,103.8388464
40051,1.31652526,103.8357079
40059,1.316621389,103.8363436
40069,1.318303989,103.8343513
40071,1.319180278,103.8292136
40079,1.319721642,103.8299146
40081,1.320129519,103.8260526
40089,1.32051116,103.827398
40091,1.321018073,103.8235094
40099,1.321852352,103.8234401
40101,1.310361867,103.8477915
40109,1.309491313,103.8477075
40111,1.318065,103.8326256
40119,1.318897343,103.8324952
40121,1.314581649,103.8405319
40129,1.314537793,103.8408285
40171,1.31095172,103.835821
40179,1.311349586,103.8368838
40181,1.312435612,103.8379834
40189,1.312274643,103.8381324
40191,1.312685556,103.8304269
40199,1.312583333,103.8319122
40201,1.313589722,103.8274306
40209,1.313888056,103.8273878
40211,1.316553316,103.825863
40219,1.31703698,103.8260595
40221,1.319025313,103.8254556
40229,1.319806731,103.8257067
40231,1.322308683,103.8257715
40239,1.32255443,103.8262019
40249,1.324924722,103.8273506
40251,1.34054276,103.8223113
40259,1.340312507,103.8225628
40261,1.341303842,103.8270664
40269,1.341056389,103.8266081
40271,1.308806649,103.8463465
40279,1.309819257,103.8460393
40301,1.35332581,103.7428738
40309,1.353676431,103.7429908
40311,1.357304569,103.7389078
40321,1.351744879,103.7394715
40329,1.350969175,103.739619
40339,1.353474323,103.7408765
40341,1.354623611,103.7388959
40349,1.354974444,103.7393991
40351,1.354996569,103.7410022
40359,1.35540219,103.7409058
40361,1.35715419,103.7408562
40369,1.357634219,103.7413955
40371,1.35813308,103.7430534
40379,1.35754269,103.7435727
41011,1.322356111,103.8189167
41019,1.322674441,103.8202523
41021,1.322723763,103.8151688
41029,1.323333319,103.8163057
41031,1.323068358,103.8119772
41041,1.323984722,103.8102992
41049,1.324695,103.8102625
41051,1.326125,103.8071533
41061,1.327053333,103.8057247
41069,1.326527778,103.8075858
41071,1.328988333,103.8026628
41079,1.329403056,103.8030478
41081,1.330823234,103.7972725
41089,1.330449211,103.7999332
41101,1.31908139,103.8092173
41109,1.319446667,103.8105286
41111,1.320811702,103.8118514
41119,1.320742213,103.8124537
41121,1.325544444,103.8135078
41129,1.325429464,103.8139987
41131,1.329736124,103.8145129
41139,1.32963,103.8148553
41141,1.334893066,103.817961
41151,1.337999729,103.819318
41159,1.3387017,103.8198945
41161,1.335064355,103.8187386
41169,1.335077222,103.820113
42011,1.331614521,103.7950306
42019,1.331703681,103.7965703
42021,1.332545377,103.7923706
42029,1.333251515,103.7920617
42031,1.333326111,103.789975
42039,1.334747527,103.7877987
42041,1.334425,103.7868911
42049,1.335803493,103.7846323
42051,1.335993049,103.7826404
42059,1.336444847,103.782762
42061,1.336830462,103.7804517
42071,1.338700386,103.7770277
42089,1.340070909,103.7794145
42091,1.342786369,103.7753903
42099,1.341603177,103.7757938
42109,1.343250934,103.7769131
42111,1.345848056,103.7726286
42119,1.345825131,103.7733028
42129,1.330174183,103.7951281
42131,1.328583358,103.794218
42139,1.328790903,103.794434
42141,1.33608649,103.7781747
42149,1.336074269,103.7786231
42151,1.34009255,103.7753198
42159,1.340368053,103.775309
42161,1.340276692,103.7726463
42169,1.340385757,103.7736613
42171,1.342618333,103.7702636
42179,1.341978333,103.7710081
42181,1.343628056,103.7694333
42189,1.343788537,103.7696017
42191,1.346429444,103.7669639
42199,1.346076667,103.7676072
42201,1.339393535,103.763831
42209,1.339146614,103.763636
42211,1.339742601,103.7655952
42219,1.339599167,103.7653539
42221,1.339573813,103.7679072
42229,1.339432222,103.7682739
42231,1.340568056,103.7706058
42239,1.34027048,103.7701606
42241,1.337117501,103.7670849
42249,1.336966037,103.7669715
42259,1.341061606,103.7770788
42291,1.337696059,103.7643023
42299,1.337370305,103.7644756
42301,1.338746767,103.7686695
42309,1.33806167,103.7689088
42311,1.3386575,103.7602806
42319,1.339153739,103.7604384
42991,1.36164,103.766952
43009,1.349993543,103.7510619
43011,1.347423333,103.7711814
43019,1.348199612,103.7710773
43021,1.351320078,103.7697953
43029,1.352185801,103.7700085
43041,1.35582941,103.7684533
43049,1.35569962,103.7688514
43051,1.360457775,103.766879
43059,1.359413959,103.7674387
43061,1.363011339,103.7673915
43069,1.362749187,103.7677277
43071,1.365113515,103.7669801
43081,1.367042778,103.7657278
43089,1.36701628,103.7663371
43091,1.368632533,103.7647411
43099,1.368763696,103.7650659
43109,1.37044613,103.763931
43111,1.372299722,103.7629815
43119,1.37337831,103.7630082
43121,1.371186693,103.7666933
43129,1.371628817,103.7676025
43131,1.3733175,103.7700625
43139,1.373225305,103.7702931
43141,1.344218917,103.7558602
43149,1.344056696,103.7560694
43151,1.363636084,103.764891
43159,1.364398389,103.7651795
43161,1.348831907,103.7576616
43169,1.34931075,103.7578877
43171,1.348596445,103.754605
43179,1.348970783,103.7543035
43181,1.346489444,103.7568172
43189,1.346968885,103.7567782
43191,1.346384928,103.7593134
43199,1.346634091,103.7592006
43201,1.346945,103.7646464
43209,1.346979974,103.7638425
43211,1.340872778,103.7550792
43219,1.341374026,103.7544676
43221,1.348859958,103.7606744
43229,1.349049286,103.7609602
43231,1.353936257,103.760063
43239,1.353085764,103.7600284
43241,1.355843929,103.7618871
43249,1.355650523,103.7620471
43251,1.358595344,103.7631966
43259,1.357572778,103.7626631
43261,1.361455,103.7643675
43267,1.361313333,103.7645311
43268,1.360369354,103.7642753
43271,1.362225692,103.7658812
43279,1.36203856,103.7659102
43289,1.357368815,103.7614412
43291,1.35796167,103.7613804
43301,1.359002542,103.7620644
43309,1.358710241,103.7619941
43311,1.339803834,103.7569547
43319,1.339721793,103.7574111
43321,1.349905996,103.7451088
43329,1.349762042,103.74484
43331,1.348939167,103.7432344
43339,1.3490725,103.7437783
43341,1.34972199,103.741393
43349,1.349891389,103.7407375
43351,1.347011226,103.7411014
43359,1.346898822,103.7410645
43361,1.346914351,103.743432
43369,1.34687448,103.7435831
43371,1.34682314,103.7459028
43379,1.347165537,103.7451866
43381,1.346965558,103.7476605
43389,1.347604991,103.748343
43391,1.349893952,103.7477975
43399,1.350667146,103.7480888
43401,1.352264988,103.7468164
43409,1.35235542,103.7462359
43411,1.3517652,103.7501989
43419,1.351555236,103.7499878
43421,1.351092789,103.7536205
43429,1.351086925,103.7538907
43431,1.351383768,103.7564426
43439,1.351181012,103.7562266
43441,1.351730006,103.7589729
43449,1.351503776,103.7590517
43452,1.34852968,103.7385757
43453,1.347902236,103.7385044
43459,1.347796371,103.7380294
43461,1.355046658,103.7474937
43469,1.355468029,103.7473086
43471,1.35797,103.7473069
43479,1.357652474,103.7472358
43481,1.359929121,103.7463791
43489,1.359786206,103.7463517
43491,1.363953986,103.747148
43499,1.362595581,103.7468672
43501,1.34376366,103.7542378
43509,1.343590931,103.754364
43511,1.344973942,103.7484987
43519,1.345274241,103.7483578
43521,1.367560375,103.7501642
43529,1.367696499,103.750238
43531,1.351548687,103.7437763
43539,1.351422778,103.7433686
43541,1.352830679,103.7550517
43549,1.352540747,103.755492
43561,1.357451635,103.7528743
43569,1.357412039,103.7531106
43571,1.359209952,103.7515046
43579,1.359117153,103.7516677
43581,1.362519395,103.7513838
43589,1.362272969,103.7515318
43591,1.344758664,103.7521198
43599,1.345131618,103.7519015
43601,1.356643409,103.7495053
43609,1.356535619,103.7499243
43611,1.344078361,103.7582917
43619,1.344064118,103.7586133
43621,1.341692752,103.7590819
43629,1.342408108,103.7591581
43631,1.347859209,103.7685846
43639,1.348102188,103.7684526
43641,1.365304015,103.7502645
43649,1.36545844,103.750602
43659,1.363768642,103.7493355
43669,1.365485613,103.7461455
43671,1.36459986,103.7434568
43679,1.365066866,103.7442194
43681,1.361785,103.74358
43691,1.34490189,103.7460557
43699,1.344753412,103.7462831
43701,1.348470601,103.7520167
43709,1.348686769,103.7520709
43719,1.369039722,103.7612339
43721,1.370763025,103.7626491
43731,1.346322142,103.7543279
43739,1.346460783,103.7545481
43741,1.346504193,103.7518567
43749,1.346612172,103.7516364
43751,1.355805556,103.7365292
43759,1.355967653,103.7369013
43761,1.350887166,103.7376345
43769,1.35151427,103.7378157
43771,1.36200918,103.7413633
43779,1.361955616,103.7417702
43781,1.358861313,103.7386016
43789,1.359157021,103.7395024
43801,1.355207926,103.7517338
43809,1.354371293,103.7518709
43811,1.3583911,103.764928
43819,1.358155756,103.7651262
43821,1.356753692,103.7675829
43829,1.356858056,103.7673708
43831,1.365125019,103.7478861
43839,1.365273465,103.7482497
43841,1.361953889,103.7475228
43891,1.363695719,103.7692326
43899,1.363534211,103.7690019
43961,1.364838889,103.7729861
43969,1.364627949,103.7725935
43991,1.386208412,103.7565056
44009,1.385868978,103.745789
44011,1.374486067,103.7625712
44019,1.376510955,103.76253
44021,1.378207227,103.7617218
44029,1.3786341,103.7621955
44031,1.377856856,103.7623237
44041,1.380950577,103.7603698
44049,1.381035238,103.7608578
44051,1.384408117,103.7580198
44059,1.384547258,103.7582239
44061,1.387924999,103.7553864
44069,1.385920187,103.7571777
44071,1.376777261,103.7362222
44079,1.376575008,103.7363466
44081,1.376797476,103.7407297
44089,1.376481103,103.7409453
44091,1.376472227,103.7442161
44099,1.37631844,103.7446295
44101,1.3771595,103.7468307
44109,1.377177681,103.7476217
44111,1.380941214,103.7497522
44119,1.380484456,103.7493057
44121,1.377698462,103.7509355
44129,1.377417136,103.750927
44131,1.377100697,103.7553219
44139,1.3768096,103.7553657
44141,1.378356028,103.7577368
44149,1.377984957,103.7577673
44151,1.37392274,103.752234
44159,1.37401429,103.7525923
44161,1.370711201,103.749953
44169,1.370474535,103.7501707
44171,1.368012158,103.7470483
44179,1.36783174,103.7473582
44181,1.3745145,103.7427311
44189,1.374361297,103.7427224
44191,1.378792776,103.7670265
44199,1.378882219,103.766725
44201,1.37732276,103.7672669
44209,1.377195308,103.7669827
44211,1.376100158,103.7692182
44219,1.375783333,103.7693522
44221,1.376299585,103.7709943
44229,1.376560558,103.7714598
44231,1.379166868,103.7693349
44239,1.378461111,103.7698308
44241,1.381174439,103.765861
44249,1.38049595,103.7664914
44251,1.380300767,103.7623167
44259,1.380295643,103.7629712
44261,1.376082222,103.7742778
44269,1.375778333,103.774225
44271,1.378671147,103.7561477
44279,1.379108677,103.7563546
44281,1.381049158,103.7542274
44289,1.38140148,103.7538027
44291,1.38152,103.7514011
44299,1.3817725,103.7513133
44301,1.37751089,103.773912
44311,1.379304102,103.7743492
44321,1.379888033,103.7723308
44329,1.380215011,103.7725763
44331,1.380221074,103.7708487
44339,1.38084523,103.771149
44341,1.381170297,103.7691773
44349,1.381333034,103.7693281
44351,1.368234524,103.7755885
44359,1.367725821,103.7753088
44361,1.36645895,103.7755877
44369,1.365742843,103.7753149
44371,1.374022257,103.7726396
44379,1.373550535,103.7729353
44381,1.372421342,103.7744136
44389,1.371543035,103.7746186
44391,1.382889709,103.7483103
44399,1.383034232,103.7485628
44411,1.378525556,103.75323
44421,1.378208056,103.7550844
44439,1.37983733,103.754295
44441,1.37924286,103.7475432
44449,1.378892322,103.747627
44451,1.380773753,103.7442435
44459,1.380287314,103.7445456
44461,1.382570556,103.7430047
44469,1.382438889,103.7427522
44471,1.380470371,103.7480232
44479,1.380479304,103.7482817
44481,1.381842957,103.7449585
44489,1.3818253,103.7453077
44491,1.383533687,103.741846
44499,1.383201605,103.7408936
44501,1.380871287,103.7387979
44509,1.380813404,103.7384518
