5.454779627799987793e+05,5.900000000000000000e+05
4.805984602241516113e+05,4.180000000000000000e+05
4.611196839179992676e+05,4.920000000000000000e+05
5.969596661262512207e+05,5.790000000000000000e+05
6.227552515640258789e+05,6.400000000000000000e+05
2.876392252159118652e+05,2.560000000000000000e+05
4.679980482711791992e+05,4.900000000000000000e+05
5.194404204254150391e+05,5.150000000000000000e+05
4.438565870094299316e+05,4.300000000000000000e+05
3.130479095001220703e+05,3.080000000000000000e+05
3.396738364448547363e+05,3.200000000000000000e+05
4.869108356399536133e+05,5.120000000000000000e+05
5.172447065620422363e+05,4.850000000000000000e+05
4.390351329803466797e+05,3.900000000000000000e+05
1.717667969818115234e+05,1.800000000000000000e+05
5.389222531700134277e+05,5.400000000000000000e+05
3.151230831756591797e+05,3.380000000000000000e+05
2.653109517211914062e+05,2.000000000000000000e+05
4.451835645637512207e+05,4.060000000000000000e+05
4.520393055953979492e+05,6.000000000000000000e+05
5.295647249908447266e+05,5.500000000000000000e+05
3.592967579078674316e+05,3.420000000000000000e+05
2.754665093498229980e+05,2.480000000000000000e+05
5.098121197853088379e+05,5.150000000000000000e+05
5.897183415374755859e+05,5.200000000000000000e+05
5.293347020912170410e+05,5.200000000000000000e+05
2.965840641250610352e+05,3.270000000000000000e+05
5.355356634750366211e+05,4.880000000000000000e+05
5.764129020996093750e+05,5.610000000000000000e+05
2.603249766616821289e+05,2.280000000000000000e+05
5.128954250297546387e+05,5.250000000000000000e+05
4.044611158485412598e+05,3.180000000000000000e+05
3.244313646430969238e+05,3.420000000000000000e+05
4.989962238998413086e+05,3.980000000000000000e+05
5.076778125534057617e+05,4.720000000000000000e+05
4.751825869483947754e+05,4.580000000000000000e+05
5.496123095664978027e+05,5.300000000000000000e+05
5.570971344299316406e+05,5.750000000000000000e+05
2.574751716423034668e+05,2.850000000000000000e+05
2.158376251831054688e+05,2.560000000000000000e+05
2.150017231025695801e+05,2.500000000000000000e+05
8.294703791351318359e+05,8.700000000000000000e+05
2.402785481300354004e+05,2.868880000000000000e+05
4.689378603553771973e+05,4.600000000000000000e+05
3.115456958045959473e+05,3.200000000000000000e+05
1.822814908714294434e+05,2.200000000000000000e+05
4.810254056510925293e+05,4.650000000000000000e+05
5.314017483062744141e+05,6.000000000000000000e+05
2.606684926338195801e+05,2.850000000000000000e+05
4.933758357810974121e+05,4.450000000000000000e+05
2.355159216270446777e+05,3.050000000000000000e+05
2.038612497634887695e+05,2.590000000000000000e+05
3.671825837821960449e+05,3.270000000000000000e+05
3.041685000457763672e+05,3.000000000000000000e+05
4.090944372444152832e+05,4.400000000000000000e+05
4.040615315895080566e+05,2.980000000000000000e+05
3.581646726531982422e+05,3.800000000000000000e+05
6.937320071487426758e+05,6.250000000000000000e+05
5.063871444892883301e+05,4.630000000000000000e+05
2.005083314590454102e+05,2.800000000000000000e+05
2.457696533317565918e+05,2.560000000000000000e+05
4.838380626678466797e+05,4.390000000000000000e+05
2.069613041687011719e+05,2.900000000000000000e+05
2.172035120697021484e+05,2.520000000000000000e+05
6.280797152252197266e+05,7.080000000000000000e+05
5.049307560424804688e+05,4.100000000000000000e+05
6.108571857872009277e+05,5.700000000000000000e+05
4.667389539260864258e+05,4.400000000000000000e+05
6.739326586914062500e+05,6.200000000000000000e+05
3.605203479690551758e+05,3.050000000000000000e+05
4.912914204101562500e+05,4.700000000000000000e+05
6.215741730842590332e+05,6.250000000000000000e+05
5.093002502288818359e+05,4.450080000000000000e+05
6.681545315093994141e+05,6.950000000000000000e+05
3.689597232055664062e+05,3.840000000000000000e+05
3.330194437217712402e+05,3.200000000000000000e+05
3.864804115447998047e+05,3.500000000000000000e+05
3.626145390930175781e+05,3.050000000000000000e+05
2.496340065879821777e+05,2.250000000000000000e+05
2.156703461189270020e+05,2.070000000000000000e+05
5.127860494003295898e+05,4.430000000000000000e+05
5.737519777069091797e+05,5.700000000000000000e+05
4.455340386695861816e+05,4.950000000000000000e+05
4.212368046722412109e+05,3.880000000000000000e+05
6.217712502288818359e+05,5.950000000000000000e+05
6.285398003730773926e+05,5.050000000000000000e+05
6.763418658370971680e+05,5.600000000000000000e+05
2.457696533317565918e+05,2.850000000000000000e+05
4.528524612846374512e+05,4.430000000000000000e+05
3.319605386962890625e+05,3.100000000000000000e+05
3.949002616767883301e+05,4.000000000000000000e+05
8.080381722640991211e+05,9.680000000000000000e+05
6.496179716644287109e+05,6.120000000000000000e+05
2.742202012252807617e+05,2.800000000000000000e+05
4.040492296943664551e+05,4.520000000000000000e+05
3.956415672798156738e+05,4.000000000000000000e+05
6.308689058494567871e+05,6.250000000000000000e+05
2.778221192092895508e+05,2.280000000000000000e+05
3.610873151741027832e+05,3.400000000000000000e+05
7.250266007652282715e+05,8.400000000000000000e+05
6.166119993858337402e+05,5.400000000000000000e+05
3.251825652999877930e+05,2.380000000000000000e+05
4.539149700584411621e+05,4.700000000000000000e+05
7.647412050819396973e+05,7.350000000000000000e+05
6.293326717910766602e+05,7.030000000000000000e+05
4.389813157997131348e+05,4.120000000000000000e+05
6.029130113754272461e+05,6.250000000000000000e+05
7.163029882278442383e+05,6.800000000000000000e+05
2.111929893417358398e+05,2.300000000000000000e+05
4.695440303001403809e+05,4.920000000000000000e+05
6.855635803184509277e+05,6.900000000000000000e+05
3.343234295654296875e+05,3.000000000000000000e+05
2.976314429817199707e+05,3.000000000000000000e+05
5.074207959785461426e+05,4.238880000000000000e+05
6.666225917472839355e+05,6.950000000000000000e+05
2.094371927719116211e+05,2.450000000000000000e+05
4.278344274902343750e+05,3.680000000000000000e+05
3.027801367111206055e+05,3.700000000000000000e+05
7.061290472221374512e+05,8.000000000000000000e+05
4.780653542137145996e+05,5.100000000000000000e+05
3.724255616722106934e+05,4.200000000000000000e+05
4.228793191604614258e+05,3.998000000000000000e+05
4.302986012687683105e+05,4.200000000000000000e+05
5.405906343841552734e+05,5.050000000000000000e+05
3.920482320556640625e+05,3.080000000000000000e+05
5.498229927139282227e+05,4.630000000000000000e+05
7.817782660598754883e+05,8.780000000000000000e+05
7.760931894721984863e+05,9.300000000000000000e+05
4.091938072776794434e+05,3.630000000000000000e+05
6.818657600746154785e+05,8.000000000000000000e+05
2.862385271263122559e+05,2.900000000000000000e+05
2.219858519134521484e+05,2.480000000000000000e+05
2.669460617294311523e+05,2.500000000000000000e+05
5.692508931427001953e+05,5.650000000000000000e+05
4.541802941932678223e+05,4.900000000000000000e+05
4.281010316734313965e+05,4.300000000000000000e+05
3.427153603401184082e+05,4.200000000000000000e+05
2.107757617797851562e+05,2.800000000000000000e+05
1.417039407234191895e+05,2.000000000000000000e+05
3.650694716453552246e+05,3.250000000000000000e+05
2.091923102798461914e+05,2.800000000000000000e+05
4.544889305458068848e+05,4.580000000000000000e+05
5.324023592948913574e+05,4.250000000000000000e+05
6.085996633834838867e+05,7.190000000000000000e+05
3.545784034156799316e+05,3.750000000000000000e+05
3.275386243247985840e+05,3.600000000000000000e+05
3.581660886383056641e+05,3.430000000000000000e+05
5.853130052604675293e+05,5.700000000000000000e+05
3.608054893722534180e+05,3.780000000000000000e+05
1.168811535949707031e+05,2.320000000000000000e+05
4.120371359367370605e+05,4.380000000000000000e+05
4.889091340522766113e+05,4.600000000000000000e+05
3.554844517364501953e+05,3.280000000000000000e+05
6.521066537246704102e+05,7.500000000000000000e+05
6.313321085281372070e+05,6.800000000000000000e+05
5.758604139900207520e+05,5.750000000000000000e+05
2.596433961715698242e+05,3.100000000000000000e+05
4.731550031967163086e+05,4.500000000000000000e+05
