,hdb_lat,hdb_long,pri_sch_dist,pri_sch_count,sec_sch_dist,sec_sch_count,mall_dist,mall_count,MRT_dist,MRT_count,bus_stop_dist,bus_stop_count
68,1.323716787,103.9412887,395.5873091,1,245.3338734,1,998.2293433,0,678.4469108,0,219.9972284,13
69,1.333722809,103.9365177,239.8115789,2,112.378818,1,1088.515931,0,576.0549856,0,257.7976922,10
70,1.335416066,103.9223501,120.6056491,1,510.1967566,0,1312.881221,0,494.7287274,1,215.571532,10
71,1.327978774,103.9258048,724.7326927,0,560.7175685,0,473.4572421,2,639.704045,0,79.04644935,15
72,1.326848469,103.9190156,925.5438562,0,205.123621,1,1181.138534,0,880.7778595,0,46.49426586,9
73,1.321301188,103.9332996,577.5515972,0,404.9626971,1,400.1843052,1,475.3732609,1,107.6435784,9
74,1.325442004,103.9262076,664.012858,0,626.6267195,0,366.0150343,3,447.6694585,1,236.9779033,16
75,1.357468051,103.8464327,920.2509006,0,339.9680296,3,836.7774386,0,745.1894362,0,154.3862105,8
76,1.329369602,103.9290675,330.9175198,1,870.3265246,0,371.5504537,2,604.1546817,0,124.0759992,22
77,1.330654548,103.9384963,555.8272123,0,350.8940828,2,870.3525056,0,950.9789568,0,96.76769253,13
78,1.327976141,103.9275651,546.4685592,0,754.5841948,0,311.0129421,3,515.9600028,0,77.12611368,17
79,1.333580162,103.9242187,382.3192913,1,502.1046335,0,1025.66382,0,708.7821362,0,96.17793382,10
80,1.335769298,103.9127796,560.0365235,0,1309.292435,0,2158.774016,0,491.1027267,1,75.89400057,16
81,1.322332207,103.9397662,290.6118813,1,452.0702685,1,865.7321481,0,905.2846149,0,184.89735,12
82,1.321478478,103.9407210,432.6688099,1,414.310388,1,997.9150697,0,886.6706167,0,116.9022831,13
83,1.322056529,103.9383547,224.9641936,1,502.1041741,0,730.498504,0,958.2906579,0,174.4522939,11
84,1.322815443,103.9354552,286.3353037,1,481.6540231,1,406.235942,1,625.1116661,0,186.4954494,11
85,1.322841770,103.9360468,228.0682763,1,486.8716221,1,461.6269416,1,689.1346021,0,221.4471631,12
86,1.328481320,103.9406116,589.6827267,0,236.1103687,1,724.4682411,0,650.7816411,0,64.338226,10
87,1.327260072,103.9408488,499.5602239,1,352.8860035,2,780.5228899,0,608.5083109,0,90.8403099,8
88,1.333141064,103.9125235,278.8432017,1,1138.437469,0,2056.176566,0,497.367534,1,129.5706385,12
89,1.335340885,103.9119050,493.4541648,1,1345.399133,0,2221.427752,0,387.9017458,1,78.86888828,17
90,1.328915582,103.9405287,625.9855534,0,200.9402465,1,709.7730413,0,671.8370854,0,62.97754062,10
91,1.335636498,103.9132694,564.2824394,0,1261.613185,0,2104.235444,0,530.7967942,0,95.6409189,16
92,1.329258819,103.9390464,599.658178,0,312.3989166,1,847.3387855,0,840.848973,0,64.69943396,12
93,1.336636818,103.9189953,290.1624021,1,832.0562739,0,1662.415567,0,239.3455923,1,77.27433586,9
94,1.281153031,103.8288562,477.0707281,1,1082.223727,0,617.6699556,0,593.5821595,0,132.8599154,7
95,1.332627151,103.9281721,452.3894215,2,577.8521211,0,744.1904185,0,628.8499178,0,145.2769726,16
96,1.329348987,103.9115832,174.9435333,1,1058.286209,0,2038.43907,0,712.9958583,0,196.899639,8
97,1.333400122,103.9325194,77.58156442,3,336.500658,1,874.7551748,0,356.3841771,1,109.4542378,16
98,1.335972774,103.9248830,408.1049991,1,243.7011322,1,1216.226248,0,782.8861311,0,247.7938756,9
99,1.335961068,103.9359901,326.7102019,2,241.9036334,1,1230.537245,0,426.9729429,1,317.955384,10
100,1.327275724,103.9248036,816.3879471,0,441.8296592,1,551.1379302,0,679.6700127,0,36.68137504,17
101,1.326237253,103.9408276,423.1955511,1,384.7742143,2,858.9916627,0,619.7790709,0,61.06773543,9
102,1.324058778,103.9113038,757.9736759,0,1114.195217,0,1927.671564,0,379.7810256,1,150.0288178,8
103,1.325477105,103.9343482,411.9684681,1,788.0760688,0,231.0253725,1,515.7951284,0,94.84223126,9
104,1.330001840,103.9124640,159.8637951,1,983.9593141,0,1956.904472,0,708.5779024,0,228.2514757,7
105,1.325778506,103.9224247,659.1938766,0,232.2546003,1,786.5202553,0,861.7208629,0,136.8902166,18
106,1.332079130,103.9087571,315.9493965,1,922.8716229,0,2134.673394,0,321.3117211,1,124.93036,10
107,1.329649995,103.9302606,195.6203406,1,744.985391,0,404.3603811,2,627.8620045,0,94.56715787,20
108,1.336072095,103.9348306,289.5669939,2,259.6478189,1,1251.224864,0,297.8513714,1,196.9159485,11
109,1.324306049,103.9216254,534.8470246,0,325.4819929,1,866.7764071,0,928.1132877,0,155.8072914,14
110,1.336954394,103.9289606,480.3961008,1,290.5122368,1,1207.52709,0,363.3940105,1,184.7132644,13
111,1.336636993,103.9282078,522.1746445,0,223.1731281,1,1180.580611,0,445.1581664,1,250.3769931,12
112,1.324855984,103.9335196,479.7569652,1,743.8988694,0,126.5268674,4,407.9589813,1,131.3120869,10
113,1.332101322,103.9049532,558.6999311,0,615.535359,0,1850.674344,0,500.9461145,0,174.3375736,15
114,1.319259830,103.9452029,179.244391,1,442.3353511,1,1389.07279,0,885.2722244,0,116.8893318,15
115,1.333614296,103.9426283,918.6136879,0,377.3080736,1,449.9447913,1,820.6761681,0,97.68491141,7
116,1.357284441,103.8393967,800.3370159,0,404.2339593,1,1060.950539,0,948.4245391,0,53.62606157,14
117,1.363453206,103.8342146,326.0573956,1,556.9689808,0,1098.093768,0,1730.434134,0,32.44295833,11
118,1.345894936,103.8473653,214.24285,1,275.7294687,2,487.6022821,1,553.4411014,0,88.91396099,13
119,1.348003411,103.8553957,161.947126,1,239.5558792,1,811.448061,0,785.3068591,0,92.10559488,7
120,1.347067527,103.8480637,176.9456553,1,275.4532548,2,345.737634,1,417.1148764,2,104.2787475,17
121,1.349138096,103.8528785,174.6538128,1,248.4712135,1,508.0969193,0,479.3549975,1,117.6217724,13
122,1.348863451,103.8552258,90.93707184,1,142.7262657,1,770.0113558,0,728.2236152,0,148.8306837,7
123,1.346750596,103.8479902,163.9670077,1,279.0272276,2,381.5232345,1,452.3799645,1,102.4473764,17
124,1.347918389,103.8487501,215.7754729,1,343.0228442,2,251.7720334,1,330.0098302,2,42.97934338,16
125,1.359613768,103.8421874,1021.595358,0,457.3971156,1,1254.012908,0,1174.837639,0,50.95463758,16
126,1.356735390,103.8435198,1243.656825,0,173.6088325,3,908.4366804,0,830.3312564,0,233.7938708,10
127,1.357511897,103.8483034,726.5515449,0,480.8930282,2,811.6829476,0,692.3605849,0,237.3075738,8
128,1.350205825,103.8530492,196.9340884,1,205.3251955,1,514.0673103,0,450.7469159,1,112.8242661,10
129,1.358406170,103.8314316,316.0173403,1,870.8603457,0,467.6606275,1,1393.122888,0,158.1571408,10
130,1.362768866,103.8327589,227.4921541,1,488.6291747,1,972.0538542,0,1722.600746,0,157.4047626,9
131,1.346088320,103.8504668,131.6404057,1,156.7459122,1,505.2905772,0,585.6705238,0,76.61338559,16
132,1.349769429,103.8384765,1045.095189,0,779.5419101,0,1037.354348,0,157.6458001,1,119.416619,16
133,1.345411048,103.8520798,318.7970607,2,188.7671157,2,664.9558491,0,729.0986606,0,90.61833888,13
134,1.362583231,103.7485749,392.3987241,1,303.3632299,2,1371.375429,0,562.8801613,0,136.2053726,14
135,1.356181992,103.7510934,412.9927764,2,439.0495903,1,701.6082343,0,299.6111,1,129.1516448,13
136,1.349973055,103.7437249,315.2760993,1,364.5074957,1,589.9920134,0,660.9257718,0,99.75594667,21
137,1.356651468,103.7510918,420.9696507,2,484.8754629,1,750.7775151,0,250.7518606,1,130.5592757,12
138,1.355115164,103.7508779,385.764738,1,357.4925489,1,582.5359229,0,419.4684206,1,95.80255751,13
139,1.346818455,103.7524969,155.2066549,2,123.5432643,1,537.091969,0,405.8063807,1,79.26971848,21
140,1.347207298,103.7549997,210.0692177,2,344.5153898,1,742.4786405,0,635.0238567,0,96.64205381,24
141,1.348483521,103.7563004,358.1155276,2,541.8238486,0,831.6718106,0,749.2702499,0,156.307805,22
142,1.351061260,103.7458574,578.6844081,0,630.4358839,0,365.1478525,1,472.0152794,1,149.1723763,19
143,1.347192811,103.7522173,205.7347765,2,162.6469113,1,486.0311687,1,356.2934098,1,86.07187564,18
144,1.362471404,103.7505611,462.2662468,1,206.3269728,1,1368.865757,0,437.0346996,1,91.71048043,12
145,1.348733378,103.7531743,311.7293506,1,347.4866225,2,489.3394967,1,400.2762875,1,122.9042304,22
146,1.349969437,103.7564978,523.0430536,0,490.4793266,1,832.3274697,0,775.6866844,0,137.3274358,18
147,1.346607336,103.7409093,286.2538197,2,192.8706133,1,985.9045785,0,1002.64104,0,36.56723878,12
148,1.347735583,103.7439840,369.2361302,1,352.8048637,1,622.8648879,0,640.19488,0,105.15094,19
149,1.350912592,103.7590211,644.3418521,0,694.1584913,0,1115.659011,0,1069.931808,0,65.45875014,13
150,1.361067048,103.7506254,352.8306914,1,361.2726096,1,1215.98456,0,292.5988913,1,167.2001145,13
151,1.346733922,103.7547278,153.8597327,2,294.6760702,1,741.0716451,0,625.7977208,0,36.22326332,22
152,1.346054606,103.7426059,390.5137706,2,318.8481987,1,847.8597693,0,844.1947357,0,132.2489197,14
153,1.350008402,103.7598628,661.6501682,0,815.7052734,0,1206.625123,0,1148.312578,0,155.8341733,13
154,1.351590870,103.7445096,472.0161933,1,540.4454225,0,525.5540464,0,632.1349207,0,81.74121344,16
155,1.356769427,103.7487743,262.192973,1,652.4085052,0,728.1336685,0,413.2957828,1,82.53664645,14
156,1.344170293,103.7594314,371.9383465,1,814.4236665,0,1336.019112,0,1220.16173,0,91.79941631,10
157,1.349182698,103.7572392,448.7133596,1,609.4544601,0,921.2293988,0,851.4291319,0,60.94548238,20
158,1.350258841,103.7566047,506.5671996,0,480.9194094,1,843.9046645,0,792.3169749,0,110.3097935,18
159,1.344411503,103.7574615,161.9905839,2,594.841203,0,1135.90816,0,1014.230507,0,99.46501522,17
160,1.366316899,103.7522876,924.622263,0,283.4394924,1,1364.445573,0,836.4188059,0,210.2368146,8
161,1.349006479,103.7517067,398.0595212,1,368.5748832,2,326.1441025,1,235.5849057,1,53.78244204,18
162,1.347081585,103.7449240,495.3080459,1,472.1418125,1,571.0230473,0,562.36847,0,30.66339165,18
163,1.348222309,103.7471885,697.0946481,0,630.2027679,0,298.2202931,1,281.9321107,1,145.489856,20
164,1.345480082,103.7499561,407.5383924,1,259.7738309,1,530.9819549,0,395.092509,1,171.5770323,14
165,1.363939422,103.7525560,728.2867022,0,213.9710707,1,1300.56649,0,576.9166782,0,204.1391829,7
166,1.366423112,103.7526886,957.5440014,0,321.9446596,1,1323.760906,0,851.4902232,0,255.5413241,7
167,1.345385620,103.7460455,638.1474111,0,662.4532181,0,625.9788231,0,564.2325024,0,53.50043431,12
168,1.346671926,103.7493835,474.8513455,1,338.7580653,1,390.9936976,1,262.2071595,1,155.0919956,17
169,1.275986995,103.8411918,150.9446294,1,708.258647,0,297.0649371,1,454.8891555,1,50.52890844,21
170,1.346802134,103.7503002,378.0509943,1,250.343635,1,400.6253238,1,259.1473306,1,150.180484,16
171,1.365853749,103.7527285,907.0929556,0,283.7870955,1,1305.727764,0,789.3760678,0,240.6571017,7
172,1.347121729,103.7500573,413.9874318,1,291.5180308,1,358.2166064,1,217.7622412,1,184.5479353,17
173,1.346008943,103.7444236,518.9198569,0,472.4209547,1,689.596503,0,665.1899621,0,133.8252262,17
174,1.351341461,103.7495086,608.7611619,0,423.4384946,1,138.4453515,1,255.2959724,1,58.33355879,15
175,1.343178552,103.7565485,230.6786041,2,552.32372,0,1141.285572,0,1009.420264,0,110.7764146,18
176,1.350441718,103.7432120,282.2071853,1,348.0932597,1,647.190611,0,726.6648687,0,109.8716089,21
177,1.351059427,103.7477123,774.9868175,0,622.5203197,0,174.6554185,1,306.3013117,1,60.3087299,16
178,1.344489809,103.7605172,480.5902351,1,927.0407858,0,1426.091894,0,1315.801605,0,217.0487517,11
179,1.287458370,103.8326758,796.7198643,0,503.4721446,0,623.6779442,0,644.6885886,0,122.4112209,14
180,1.287288220,103.8318730,707.803719,0,587.2024361,0,532.4270614,0,553.3908476,0,170.0127823,14
181,1.271757071,103.8095604,494.3179787,1,1599.808595,0,945.9799363,0,113.0819292,1,65.15491771,13
182,1.288300791,103.8271804,435.8552089,2,1121.084207,0,202.3216757,1,233.699469,1,168.6715581,13
183,1.276915948,103.8218187,340.2352713,1,1368.49247,0,1212.220517,0,1177.956901,0,156.9536105,13
184,1.288001696,103.8316146,721.1622528,0,633.1324202,0,524.0280252,0,548.9410481,0,213.6317945,15
185,1.273131053,103.8216629,345.6097377,1,1683.082903,0,966.1588456,0,847.1716267,0,104.673126,14
186,1.274361964,103.8221840,231.8237621,1,1607.455405,0,1102.922121,0,986.3609761,0,101.8758052,15
187,1.277008235,103.8280562,487.1463442,1,1443.106058,0,1051.126583,0,1022.160757,0,237.693751,11
188,1.280189419,103.8281784,527.2670361,0,1203.974368,0,703.8234813,0,676.2688924,0,123.3433904,8
189,1.287669769,103.8282029,418.6115352,1,997.2761821,0,176.2948903,1,209.6477335,1,201.3871959,9
190,1.277799407,103.8414034,302.4840349,1,643.633874,0,423.0998962,1,297.8340736,2,82.8774889,19
191,1.274831282,103.8109414,293.7331708,1,1233.581691,0,1064.626515,0,469.8841131,1,173.9248347,18
192,1.275705008,103.8120071,377.7591923,1,1118.909346,0,1193.026309,0,602.211741,0,135.4989101,13
193,1.285134271,103.8215322,518.6026588,0,928.8805975,0,643.3526551,0,621.9825742,0,57.10400337,17
194,1.271408833,103.8108875,578.940676,0,1606.838433,0,1098.560225,0,145.4582736,1,113.4341003,12
195,1.288525352,103.8284586,514.1602054,0,987.4030058,0,269.319777,1,303.4590538,1,218.9829549,10
196,1.291297828,103.8281531,468.7928239,1,1131.473911,0,467.6148663,1,578.3135332,0,94.51061,15
197,1.273960360,103.8121495,458.4689777,1,1309.122463,0,1196.583487,0,443.6378011,1,84.01812226,17
198,1.284587128,103.8243603,199.3100734,1,1220.457034,0,374.657241,1,345.2963074,1,104.7486241,17
199,1.286458819,103.8042002,1131.405663,0,1005.583154,0,156.6376092,3,947.9335703,0,98.07853736,9
200,1.273494356,103.8072294,331.0165533,1,1509.871229,0,652.8579868,0,413.3265582,2,92.02164545,13
201,1.284079850,103.8305255,489.2601708,1,772.0461628,0,458.6399946,1,454.6809693,1,243.5423638,9
202,1.284205817,103.8310634,547.8868317,0,710.9739297,0,501.6263619,0,500.6978842,0,232.6371436,10
203,1.289308932,103.8292333,628.7743158,0,930.353714,0,389.599339,1,423.4382169,1,157.3824889,12
204,1.290717998,103.8216252,265.5944511,1,528.2596514,0,774.4079283,0,549.7259571,0,129.9346261,15
205,1.276080724,103.8208395,391.8249943,1,1365.570056,0,1296.675356,0,1174.927481,0,140.3465048,11
206,1.289426079,103.8222768,277.8238915,1,671.465767,0,633.9542001,0,607.3831991,0,105.0635159,15
207,1.275352014,103.8269502,311.3089806,1,1660.765827,0,1229.720218,0,1198.809541,0,206.8441768,14
208,1.273357314,103.8253458,219.7784836,1,1924.288493,0,1066.364941,0,973.9033444,0,88.22576793,15
209,1.280649504,103.8107509,552.2155526,0,626.9565154,0,958.7260692,0,1099.886366,0,164.265531,10
210,1.288633659,103.8096439,688.4391508,0,508.8550016,0,450.4160814,2,805.3185396,0,49.13454687,21
211,1.291698335,103.8273345,380.2616216,1,1094.016019,0,535.9886751,0,609.7071562,0,136.3593009,14
212,1.279256199,103.8272093,582.3794971,0,1351.591668,0,797.8177162,0,767.3652668,0,126.6328345,10
213,1.273681740,103.8065794,354.7619798,1,1524.952547,0,578.8034194,0,430.8897199,2,162.2387123,12
214,1.282218691,103.8245363,309.4295605,1,1319.8375,0,553.4063091,0,519.2580671,0,152.7170459,13
215,1.288053157,103.8152771,232.0237424,1,343.1854458,1,1080.517799,0,239.5448025,1,104.9535004,26
216,1.288381067,103.8173911,360.3938284,1,545.1507883,0,1107.331382,0,145.2565471,1,52.6077019,21
217,1.290138585,103.8284533,518.3363714,0,1045.10923,0,430.3698209,1,464.4499011,1,56.35047986,13
218,1.287277396,103.8109636,496.615868,1,301.4642965,1,617.8619962,0,699.134503,0,66.95917694,19
219,1.287693947,103.8089335,726.4453206,0,521.9954158,0,392.4947328,2,861.7818103,0,130.9270517,18
220,1.287077496,103.8127058,306.9198091,1,156.9251177,1,812.5174274,0,534.0964607,0,95.28569636,21
221,1.274636589,103.8096328,198.766515,1,1291.849759,0,917.89791,0,429.6170401,1,37.47302482,19
222,1.290659806,103.8326083,543.9526537,0,685.5969125,0,286.097617,1,794.0840868,0,93.23627947,12
223,1.292075251,103.8285841,523.8386974,0,1134.919017,0,390.8277563,1,673.2483091,0,162.5449707,14
224,1.374941101,103.7748564,637.4517223,0,784.3764975,0,1089.053268,0,418.752212,1,116.2236105,10
225,1.377566635,103.7706606,297.6637502,2,583.449633,0,713.1961441,0,172.2243939,3,135.3158193,23
226,1.381002047,103.7740547,359.2268831,1,113.0029322,1,472.9221816,1,188.9505742,1,186.1258374,6
227,1.388043942,103.7710676,434.3283014,1,647.3888562,0,446.5345117,1,164.1960755,2,50.36303526,8
228,1.387033455,103.7681207,132.6813633,2,344.1692969,1,275.5649271,2,185.4823441,3,54.74398653,13
229,1.386021061,103.7628543,392.0744963,1,351.8276743,2,382.1531586,1,200.4827549,2,70.86274568,19
230,1.380312263,103.7680736,134.4934719,1,642.1427484,0,420.335318,1,322.5231647,1,155.2041969,23
231,1.383945101,103.7696137,292.5181533,3,498.4178389,1,157.7145929,2,149.258003,2,72.75281629,12
232,1.385458629,103.7652187,292.5143635,2,302.8208016,1,113.2473153,1,157.8578722,2,111.5365638,15
233,1.386256101,103.7622013,363.5343217,1,277.3180282,2,458.4265865,1,263.1135684,2,107.9098283,17
234,1.375995112,103.7697662,283.4054891,2,656.571354,0,745.4912245,0,170.1549619,2,51.68272994,17
235,1.373175165,103.7748106,612.1962762,0,976.4990589,0,1269.369254,0,511.2321251,0,94.33905111,7
236,1.388237313,103.7721445,477.2734637,1,717.0496288,0,484.0676307,1,285.9315848,2,69.93018545,6
237,1.378567561,103.7706474,213.6492063,1,496.9658835,1,602.8380066,0,276.0780767,3,91.63648018,21
238,1.382941791,103.7632483,337.0445215,1,622.4237082,0,355.0375309,4,99.64666237,4,101.4489736,26
239,1.387351938,103.7670418,184.6954024,2,219.9818373,1,231.9399209,1,289.2940189,2,64.7513985,12
240,1.327400310,103.8872036,614.0857741,0,1197.426268,0,699.9799272,0,278.7683161,3,83.74563725,15
241,1.374180984,103.7743981,570.8144584,0,860.6052579,0,1149.239987,0,408.4727129,1,177.0899872,11
242,1.374465980,103.7736063,489.7772704,1,824.6913776,0,1093.14853,0,317.709195,1,118.2420537,12
243,1.388036222,103.7667078,172.6775046,2,162.9512631,1,294.2763295,1,284.2923147,2,139.7734632,10
244,1.387448623,103.7638472,333.4855975,2,176.9171334,2,347.9578963,1,111.6318708,1,119.6618211,13
245,1.386243403,103.7618376,340.2105778,1,247.027891,2,497.8732813,1,303.195947,2,145.3968339,18
246,1.386528024,103.7592790,343.7102181,1,170.4696553,1,660.3999536,0,547.3513388,0,46.83564804,18
247,1.387291051,103.7708221,369.5697296,2,627.8896951,0,363.9968423,1,144.266438,2,116.370358,8
248,1.379245299,103.7658816,371.1931478,1,463.7853169,1,189.2681663,2,188.1053315,3,102.0857279,28
249,1.384319661,103.7688659,207.8903005,1,587.8260674,0,243.2799318,2,219.3535034,2,149.6165384,16
250,1.388400590,103.7718822,505.3721947,0,738.1651749,0,495.1273106,1,261.4795639,2,48.91483109,8
251,1.375502991,103.7689524,228.2017269,2,564.3260955,0,710.1196473,0,269.3925484,2,54.22668745,15
252,1.375224695,103.7659225,424.6186779,1,230.1970856,1,484.9613109,1,291.9833356,2,247.793317,17
253,1.384116279,103.7628642,292.411945,1,499.6289207,1,401.8333356,3,166.1393879,2,94.35016655,24
254,1.380554321,103.7687304,96.51762445,1,564.5181302,0,459.485508,2,384.4263478,3,84.33670393,20
255,1.380072088,103.7718336,297.8332518,1,285.1868425,1,444.0799398,1,92.9069853,2,58.95625814,15
